label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_2_06 1 2 6    0.0145608 0.00615924  -0.309922 0.110444   0.573681 0.0883727    3.48121 0.0558564  0.227095 0.460581  0.186482 0.0616047  0.441318 0.0422917  0.760163 0.0633609    -1.25825 0.0614878  0.504348 0.119515    3.48108 0.0558687  0.0519188 0.460624  0.225305 0.460806  0.188445 0.064    0.441971 0.0422893  -1.49582 0.511045  -0.117362 0.267891    0.400791 0.0426443  1.02162 0.129101  -1.56822 0.510722  -0.153141 0.267749
MB+1_2_07 1 2 7    0.0277775 0.0062266  0.274809 0.110789   -0.558097 0.0889258    3.35519 0.0564341  -1.10894 0.461952  -0.0847656 0.0623267  1.19151 0.0426516  -0.642863 0.0634286    -0.256104 0.0618429  0.521823 0.120847    3.35485 0.0564523  0.110438 0.463193  -1.11311 0.462255  -0.0805428 0.0647755    1.19145 0.0426499  0.244665 0.515285  0.043399 0.26883    1.16502 0.0429379  0.693877 0.131616  0.183799 0.515328  0.0128383 0.268848
MB+1_2_08 1 2 8    0.0382639 0.00648002  0.313378 0.114228   -0.580361 0.0927037    2.60768 0.056766  -2.11396 0.475983  -0.0155811 0.0645107  -1.04949 0.0438847  -0.595943 0.0665759    -1.21788 0.0649752  0.819555 0.125861    2.60847 0.056776  -0.360712 0.489745  -2.09884 0.476425  -0.0308667 0.0677653    -1.05281 0.0438866  0.198083 0.545652  0.585605 0.286657    -1.08146 0.0442785  0.653775 0.135187  0.111589 0.545861  0.546812 0.286725
MB+1_2_09 1 2 9    0.0253597 0.00628242  0.231952 0.109326   -0.316752 0.08961    2.03955 0.0559937  -0.914796 0.455422  0.0235673 0.062662  -0.231668 0.0427844  -0.293185 0.064058    -0.217012 0.0623072  0.575651 0.12157    2.03873 0.0560192  0.195912 0.468036  -0.926632 0.45617  0.0323487 0.0660539    -0.232596 0.0427885  -0.125344 0.519906  0.107784 0.271723    -0.250341 0.0430365  0.50032 0.1312  -0.140201 0.519874  0.103886 0.2717
MB+1_2_10 1 2 10    -0.00255416 0.00635914  -0.246023 0.11236   0.266304 0.0908306    1.73395 0.056804  -0.127607 0.46833  -0.376746 0.0634782  -1.18737 0.0434175  -0.110442 0.064967    -1.14537 0.0633176  -0.432323 0.122951    1.73265 0.0568213  0.400829 0.474063  -0.142491 0.468629  -0.361907 0.0658463    -1.1873 0.0434176  -0.388033 0.525577  -0.243208 0.275687    -1.20621 0.0437413  0.472792 0.133447  -0.468901 0.526032  -0.284253 0.275908
MB+1_2_11 1 2 11    -0.0211009 0.00658424  0.107106 0.114681   -0.811582 0.0950357    0.764226 0.0571652  -1.32463 0.477699  0.136445 0.0656969  -1.48361 0.0448123  -0.675137 0.068671    -0.628309 0.0657171  -0.322634 0.127296    0.764621 0.0571701  -0.297014 0.503168  -1.31919 0.477825  0.125487 0.0682475    -1.48388 0.0448107  0.0509622 0.562068  0.0292588 0.295906    -1.51177 0.0451988  0.646963 0.138247  -0.00213321 0.562118  0.00328643 0.295923
MB+1_2_12 1 2 12    0.0321526 0.0065024  0.308907 0.114466   -0.176012 0.092883    0.568681 0.0592275  0.0130058 0.477044  0.150152 0.0651662  -1.6462 0.0448142  -0.0258602 0.0661863    0.960653 0.0646496  0.852255 0.126153    0.569085 0.059247  -0.124834 0.482828  0.0194652 0.477739  0.145142 0.0679348    -1.64595 0.0448229  -0.14177 0.539909  -0.104553 0.282362    -1.6707 0.0451376  0.636656 0.138233  -0.148037 0.539838  -0.102205 0.282325
MB+2_2_01 2 2 1    0.000543778 0.0115348  0.424108 0.193026   1.20001 0.175212    0.858606 0.0961367  2.21585 0.748988  0.0746212 0.115688  -5.0018 0.0884965  1.27463 0.131589    4.00836 0.216002  0.0863153 0.21943    0.815248 0.0964988  3.99162 0.802755  1.85059 0.752329  0.257885 0.121379    -5.00199 0.0885062  1.94663 1.1668  1.00457 1.1774    -5.05903 0.0928504  -0.325849 0.160716  1.8787 1.16722  0.942258 1.17773
MB+2_2_02 2 2 2    -0.0352739 0.0112721  0.376189 0.187862   -1.28951 0.170641    -0.315998 0.0936571  -0.544331 0.728781  0.230675 0.112871  1.82343 0.0872451  -1.05884 0.127979    1.84286 0.211631  -0.523624 0.212984    -0.324826 0.0938893  1.06932 0.801742  -0.61296 0.730595  0.284238 0.11982    1.82432 0.0872636  0.0140964 1.12921  -0.494896 1.14751    1.91647 0.0890483  0.797351 0.154773  0.231885 1.12961  -0.290095 1.14781
MB+2_2_03 2 2 3    0.00412328 0.0104859  -0.510101 0.185462   2.24084 0.164215    0.989891 0.0853558  2.43033 0.726378  0.0145941 0.105355  1.7375 0.0826052  2.25543 0.125963    0.167045 0.199278  0.103355 0.199631    0.98771 0.0854058  0.581824 0.784649  2.39505 0.727929  0.0320131 0.107942    1.73755 0.0826205  2.40107 1.10518  2.22588 1.12622    1.75668 0.0842714  0.167077 0.144976  2.23526 1.11447  2.06089 1.13524
MB+2_2_04 2 2 4    0.033774 0.0103505  -0.436552 0.179166   2.98434 0.160901    1.76821 0.0859283  2.43231 0.698051  -0.0316097 0.103962  2.15358 0.0813045  2.95273 0.122804    -0.189324 0.197934  0.699233 0.198386    1.7616 0.0860731  0.978675 0.757393  2.36936 0.699703  0.011264 0.10911    2.15167 0.0812916  -1.82622 1.08257  -1.36006 1.10323    2.23944 0.0829169  0.754482 0.141565  -1.77705 1.08225  -1.31702 1.10289
MB+2_2_05 2 2 5    -0.0285549 0.0110091  -0.681137 0.195219   1.84425 0.168788    2.45582 0.0917214  1.68442 0.763816  0.271972 0.110521  0.726775 0.0862486  2.11622 0.127571    -0.56679 0.210742  -0.34609 0.211107    2.4545 0.0917465  0.458914 0.79367  1.65501 0.765447  0.281383 0.11171    0.733349 0.0863255  -0.323802 1.13739  0.084019 1.15802    0.779628 0.0889175  0.334451 0.154177  -0.74905 1.15409  -0.333455 1.17384
MB+2_2_06 2 2 6    0.0333891 0.00976112  -0.0661508 0.176956   0.472041 0.154687    3.12134 0.0798882  -0.216814 0.694823  0.476638 0.0974  0.962625 0.078279  0.948679 0.120172    -1.25326 0.188483  1.20033 0.187813    3.12064 0.0798991  0.405874 0.735906  -0.219983 0.694839  0.486989 0.099201    0.963675 0.0782864  0.770583 1.05272  1.95238 1.07681    0.996661 0.0790668  0.399961 0.135116  0.430448 1.05888  1.60128 1.08323
MB+2_2_07 2 2 7    0.0046772 0.0103226  0.0796542 0.176141   -0.852484 0.158282    3.2223 0.0858837  -0.97484 0.684128  -0.0617195 0.103766  1.75331 0.080566  -0.914203 0.119524    -0.741799 0.197817  0.0399933 0.199059    3.22234 0.0859258  -0.0343175 0.749348  -0.973432 0.685246  -0.0629584 0.107425    1.75311 0.0805757  -0.842769 1.06256  -0.780809 1.08091    1.80967 0.0822756  0.480701 0.141948  -1.00572 1.06352  -0.938817 1.08179
MB+2_2_08 2 2 8    0.0259904 0.00949459  0.449622 0.167602   -1.37796 0.149514    2.92984 0.0797077  -2.23243 0.655384  0.106206 0.0954547  0.335474 0.0764127  -1.27176 0.115077    -0.905742 0.182221  0.668893 0.182049    2.93439 0.0798002  -0.819478 0.701373  -2.19523 0.656154  0.0715298 0.099963    0.338336 0.0764206  -0.0542086 0.999984  0.938772 1.0213    0.381489 0.0771683  0.522215 0.13076  -0.13996 1.00005  0.841958 1.02142
MB+2_2_09 2 2 9    -0.0304992 0.0101299  -0.248655 0.175214   0.27477 0.159634    2.60539 0.084  -0.506092 0.682717  -0.0377445 0.101489  0.021881 0.0812336  0.237026 0.123219    -0.876028 0.193815  -0.69673 0.19392    2.60849 0.0841716  -0.432028 0.74805  -0.478651 0.684385  -0.0583263 0.107562    0.0209825 0.0812427  -1.29815 1.06885  -0.566142 1.0908    0.0520836 0.0824268  0.310233 0.139134  -1.2449 1.06905  -0.516997 1.09096
MB+2_2_10 2 2 10    0.0339877 0.00967747  0.396633 0.16914   -1.64109 0.150789    1.47858 0.0803731  -1.56496 0.659726  0.0747438 0.0964435  -1.09682 0.0774448  -1.56635 0.115913    -0.645032 0.187067  0.810047 0.185831    1.47803 0.0804459  0.111128 0.711344  -1.56914 0.660234  0.0788153 0.0998863    -1.09462 0.0774564  -0.0484655 1.00706  -0.0184605 1.03438    -1.06643 0.0778958  0.444953 0.131889  -0.18631 1.00777  -0.167208 1.0352
MB+2_2_11 2 2 11    -0.0303006 0.00981293  -0.150145 0.177538   0.321654 0.156867    1.3754 0.0816452  0.360126 0.697413  -0.0830926 0.0986475  -0.584463 0.0795848  0.238562 0.121967    0.404372 0.188199  -0.738088 0.187788    1.37693 0.081683  -0.46278 0.737087  0.387445 0.698785  -0.096501 0.100923    -0.579428 0.0796007  -2.41368 1.05115  -2.57292 1.07231    -0.548441 0.0805176  0.345488 0.135489  -2.67094 1.05588  -2.82603 1.07681
MB+2_2_12 2 2 12    0.0319677 0.0100575  0.0859396 0.192515   0.808667 0.205562    0.92442 0.0826066  0.485088 0.762598  -0.29257 0.101007  -0.469559 0.113711  0.516098 0.179035    0.127651 0.194406  0.400783 0.193344    0.919087 0.0826268  2.02079 0.789861  0.392773 0.763393  -0.243475 0.102815    -0.468249 0.0819993  -0.536296 1.11985  -0.522103 1.14552    -0.422244 0.0827583  0.565719 0.138868  -1.13056 1.1291  -1.11752 1.15459
MB-2_3_01 -2 3 1    0.00659198 0.0102891  0.340291 0.188517   -0.99723 0.169205    0.0424606 0.10605  -1.38797 0.740881  0.0568859 0.123436  2.35418 0.0925593  -0.940344 0.115731    -0.0894376 0.200401  0.229952 0.240278    0.0386562 0.106154  0.75238 0.932211  -1.43417 0.743106  0.0804313 0.126842    2.35442 0.0925715  -1.61563 1.21117  -1.13193 1.02575    2.37522 0.0930193  0.419998 0.185174  -1.71316 1.21188  -1.20988 1.02628
MB-2_3_02 -2 3 2    -0.00682036 0.0104601  -0.647481 0.189224   1.45981 0.171098    -0.0800193 0.106704  1.85341 0.742226  0.184702 0.125202  1.10886 0.0931497  1.64451 0.116615    -0.747238 0.203084  0.00581209 0.244122    -0.0791404 0.106809  -0.181116 0.935428  1.86227 0.743636  0.178839 0.128841    1.10889 0.0931476  -0.0184231 1.22988  0.0733382 1.0389    1.15891 0.0944072  0.802217 0.189076  -0.0526831 0.157566  0.0443469 0.133656
MB-2_3_03 -2 3 3    0.00385648 0.0102367  0.235718 0.187257   -0.264213 0.169062    -0.604484 0.105574  -0.11531 0.735796  0.0739857 0.122887  1.91515 0.0924909  -0.190227 0.116107    0.800186 0.198849  0.175125 0.23869    -0.612567 0.105683  1.52803 0.920104  -0.203645 0.737693  0.123293 0.126419    1.91536 0.0924943  -0.428283 1.21056  -0.453329 1.02444    2.01506 0.0931805  1.5631 0.185171  -0.56135 1.2098  -0.557163 1.02378
MB-2_3_04 -2 3 4    -0.00787087 0.0100449  -0.150739 0.183097   0.554564 0.165413    -0.548323 0.103448  0.476855 0.718653  0.195698 0.120441  0.624832 0.0905132  0.750262 0.113381    0.0143946 0.195999  -0.010688 0.234241    -0.553662 0.103549  1.05425 0.907178  0.417092 0.720481  0.232979 0.124638    0.627081 0.0905149  -2.12226 1.1843  -1.44448 1.00645    0.674489 0.0909566  0.930037 0.180147  -2.1968 1.18409  -1.50203 1.00626
MB-2_3_05 -2 3 5    -0.00355469 0.00998073  0.00129027 0.18217   0.399384 0.164691    -0.878503 0.102679  0.419644 0.715645  -0.276309 0.119967  1.2525 0.0901087  0.123076 0.112832    0.505712 0.193881  -0.369562 0.232732    -0.880566 0.102827  0.336388 0.905828  0.395997 0.718435  -0.264518 0.12409    1.25487 0.0901161  -1.67678 1.18226  -1.63789 0.999485    1.2928 0.0906387  0.696014 0.180485  -1.80185 1.18254  -1.7372 0.999677
MB-2_3_06 -2 3 6    0.00162991 0.0100967  -0.103059 0.182943   1.05425 0.166107    -2.21517 0.103947  1.18349 0.717532  -0.226656 0.121562  -0.0146185 0.090676  0.827596 0.1132    0.707905 0.19636  -0.183844 0.235701    -2.22238 0.104076  1.2564 0.908242  1.09277 0.720506  -0.182354 0.125709    -0.0133354 0.0906996  0.446649 1.18261  0.207713 1.00131    0.00540767 0.0913274  0.318556 0.182243  0.39484 1.18294  0.16863 1.00153
MB-2_3_07 -2 3 7    0.000580271 0.0101321  0.034615 0.18336   0.126395 0.166592    -3.41675 0.104538  -0.902411 0.718828  -0.153529 0.121645  0.852663 0.0914902  -0.0271339 0.113822    -0.768301 0.197634  -0.138284 0.236783    -3.42436 0.104688  1.25444 0.914231  -0.978438 0.721  -0.106975 0.126294    0.851984 0.091491  0.614317 1.19345  1.25056 1.0118    0.903308 0.0919125  1.03217 0.182588  0.609673 1.19308  1.24917 1.01148
MB-2_3_08 -2 3 8    -0.0118011 0.00995961  -0.198631 0.184425   1.2985 0.165191    -1.49505 0.10342  1.63292 0.726116  -0.239545 0.119847  0.517023 0.0903161  1.05895 0.113687    1.05543 0.193876  -0.549624 0.232637    -1.48982 0.103494  -1.21052 0.909554  1.71135 0.7285  -0.276558 0.123028    0.515729 0.0903497  2.25391 1.17985  1.58141 0.999147    0.556289 0.0908067  0.788348 0.180036  2.11054 1.18009  1.47445 0.999267
MB-2_3_09 -2 3 9    0.00840299 0.0109446  0.451355 0.1935   -0.832423 0.175414    -0.519985 0.112507  -1.02826 0.75602  -0.0385864 0.130243  3.42872 0.0958874  -0.871009 0.117503    0.702138 0.212186  0.181423 0.255245    -0.50816 0.112648  -1.97186 0.956122  -0.878531 0.759461  -0.107524 0.134458    3.42651 0.0959298  -0.0956471 1.23617  -0.0866959 1.04631    3.47622 0.0967407  0.769321 0.195335  -0.0965684 1.23595  -0.0737642 1.04613
MB-2_3_10 -2 3 10    -0.00570932 0.0113476  0.209936 0.201623   -1.07643 0.181665    0.406306 0.115123  -1.70441 0.789118  -0.118662 0.135646  1.00447 0.0974187  -1.19509 0.12084    -0.68197 0.218103  -0.267615 0.263148    0.41774 0.115278  -1.85827 0.988953  -1.60052 0.791017  -0.173683 0.138764    1.00569 0.0974032  3.16583 1.28222  2.88324 1.0805    1.0234 0.0990817  0.195934 0.20159  3.10544 1.28362  2.83193 1.0817
MB-2_3_11 -2 3 11    -0.0107589 0.0116342  -0.358267 0.203533   0.580511 0.186812    1.09662 0.115683  0.0195417 0.794479  0.0212331 0.13959  1.89268 0.0982537  0.601745 0.124151    -1.26188 0.223196  -0.259804 0.269944    1.0849 0.115963  1.51184 1.04094  -0.0992111 0.798669  0.0821243 0.145743    1.89218 0.0982547  1.15196 1.33799  1.54953 1.12668    1.93338 0.100097  0.445627 0.207075  1.20082 1.33811  1.59144 1.12678
MB-2_3_12 -2 3 12    0.0017258 0.0103921  0.0260983 0.186169   0.335069 0.17128    0.78696 0.104366  -0.0998322 0.72894  -0.156249 0.124564  1.08019 0.0929322  0.17882 0.11756    -0.0278749 0.202011  -0.111024 0.24217    0.783683 0.104513  0.560874 0.947213  -0.13133 0.730877  -0.134181 0.130025    1.08002 0.0929309  1.38778 1.24227  1.43034 1.05178    1.09304 0.0934328  0.252399 0.187844  1.40267 1.2423  1.44275 1.05181
MB-1_3_01 -1 3 1    -0.00589285 0.00829564  0.0424829 0.148539   -0.213279 0.124823    -0.546028 0.0925137  0.124551 0.61933  0.0550258 0.097429  0.580642 0.0647943  -0.158254 0.0780281    0.372426 0.083877  -0.099726 0.19485    -0.546279 0.0925234  0.131853 0.719204  0.122724 0.619403  0.0595974 0.100561    0.580412 0.0647944  -0.583147 0.76166  -0.459504 0.333537    0.513276 0.06571  1.4456 0.237793  -0.575782 0.761438  -0.45782 0.33344
MB-1_3_02 -1 3 2    0.0091324 0.00793965  -0.227187 0.141859   0.352081 0.121849    -0.394477 0.0858671  0.681954 0.591447  0.00565065 0.0940229  0.788913 0.0625798  0.357731 0.0775047    -0.388714 0.0801633  0.245243 0.185873    -0.396102 0.0858679  1.42386 0.715732  0.672577 0.591445  0.0535649 0.097056    0.78802 0.0625785  -1.07661 0.757962  -0.393534 0.332942    0.717888 0.0635009  1.49579 0.230154  -1.11836 0.757726  -0.412782 0.33282
MB-1_3_03 -1 3 3    0.000909383 0.0104672  -0.0441096 0.156733   -0.183949 0.151173    -1.09791 0.0931108  -0.0969369 0.644828  0.0960181 0.124493  0.28726 0.0688447  -0.0879305 0.0857602    -0.295754 0.112464  0.119901 0.245098    -1.09782 0.0931148  -0.171102 0.950736  -0.0956057 0.644913  0.0902511 0.128577    0.287075 0.0688443  0.924045 1.02105  0.381166 0.476893    0.23182 0.0692447  2.06099 0.287863  0.882927 1.02061  0.363314 0.476683
MB-1_3_04 -1 3 4    -0.00313551 0.00764322  -0.296412 0.137488   0.353132 0.117413    -1.47653 0.0830232  1.12491 0.573325  -0.0738861 0.0907741  -1.89043 0.060129  0.279246 0.0744708    -0.10059 0.0772091  -0.156295 0.179202    -1.47781 0.0830374  0.559883 0.685914  1.11393 0.573478  -0.0559669 0.0933904    -1.8905 0.0601293  0.701716 0.726916  0.0993086 0.317922    -1.94635 0.0608724  1.29367 0.22122  0.591756 0.726973  0.0517103 0.317943
MB-1_3_05 -1 3 5    -0.0136131 0.00761049  -0.320918 0.134734   0.620656 0.117057    -2.07838 0.0816471  1.57615 0.561486  -0.33778 0.090062  -1.57914 0.0601181  0.282876 0.0747748    0.366021 0.0767593  -0.695596 0.178619    -2.08208 0.0816544  1.87484 0.685683  1.53685 0.56164  -0.269724 0.0934755    -1.57883 0.0601157  -0.22514 0.732338  -0.48393 0.320595    -1.61957 0.06078  1.00092 0.22159  -0.264394 0.732287  -0.499664 0.320569
MB-1_3_06 -1 3 6    -0.00451434 0.00764673  -0.0863992 0.135238   0.677121 0.117148    -3.30861 0.0817471  0.9786 0.563522  -0.377009 0.0900664  -1.58001 0.0600427  0.300112 0.074911    0.662535 0.0773509  -0.49579 0.179916    -3.31091 0.0817502  1.59344 0.687  0.952449 0.563612  -0.318887 0.0935314    -1.58006 0.0600423  1.67912 0.730692  0.598508 0.320029    -1.60015 0.0607493  0.479015 0.220632  1.65306 0.730767  0.587995 0.320056
MB-1_3_07 -1 3 7    -0.00444523 0.00794248  0.48133 0.140167   -0.513056 0.120545    -3.83484 0.0851948  0.0457334 0.584107  -0.14899 0.0938251  1.41077 0.0612696  -0.662046 0.0756828    2.14468 0.0797396  -0.266029 0.186888    -3.83525 0.0852145  0.163157 0.710504  0.0418036 0.584424  -0.14353 0.096776    1.41037 0.0612652  2.44274 0.748857  0.350888 0.325377    1.33749 0.0617557  2.0855 0.230292  2.34551 0.748492  0.312682 0.325213
MB-1_3_08 -1 3 8    0.00570603 0.00768765  0.484735 0.141291   -0.387692 0.13925    -2.50613 0.0835814  -0.932423 0.589736  -0.0331214 0.0914671  0.277954 0.0968994  -0.420813 0.104997    1.06513 0.0774384  0.117081 0.180514    -2.50773 0.0835868  1.04122 0.706123  -0.956147 0.589946  -0.00208095 0.0938487    0.276421 0.0609739  1.19676 0.748524  0.482886 0.326803    0.221033 0.0616148  1.38071 0.223744  1.05309 0.748684  0.426489 0.326842
MB-1_3_09 -1 3 9    0.00954558 0.00835321  0.191432 0.150051   -0.207527 0.140837    -1.82529 0.0891447  -0.782184 0.625724  -0.28559 0.0982701  -0.189737 0.109019  -0.493117 0.100886    -0.0761026 0.0845641  -0.0354019 0.195642    -1.82751 0.0891508  1.36656 0.752704  -0.819096 0.626038  -0.241008 0.10129    -0.191502 0.0643919  0.721594 0.791247  0.151745 0.348672    -0.240584 0.0653994  1.01665 0.237941  0.670117 0.791224  0.134284 0.348645
MB-1_3_10 -1 3 10    -0.0045045 0.00827039  -0.0386542 0.147754   -0.270882 0.126839    -0.936149 0.0889293  -1.1155 0.616033  -0.225966 0.0981947  1.22576 0.0646948  -0.496848 0.0802859    -1.22881 0.0835979  -0.343898 0.192981    -0.936094 0.0889305  -0.134086 0.744472  -1.11357 0.616192  -0.230396 0.101199    1.22261 0.064699  1.19736 0.783734  0.49115 0.344282    1.19344 0.0658144  0.572779 0.237375  1.13277 0.784152  0.466256 0.344419
MB-1_3_11 -1 3 11    -0.00377968 0.00833215  -0.193818 0.147098   0.12788 0.127849    0.0403508 0.0886085  -0.189243 0.612931  -0.036604 0.0984517  0.640819 0.0651682  0.0912763 0.0815635    -0.971012 0.0845434  -0.135715 0.195048    0.0398189 0.0886153  0.526301 0.758219  -0.196932 0.613081  -0.0151352 0.103195    0.64061 0.0651681  0.552679 0.800821  0.409733 0.353198    0.625014 0.0663744  0.295281 0.238453  0.56823 0.80091  0.41677 0.35324
MB-1_3_12 -1 3 12    -0.0121141 0.00784735  -0.248173 0.141412   0.298804 0.121417    0.189647 0.0834255  0.323717 0.589763  -0.0247161 0.0927564  1.67275 0.0620756  0.274088 0.0783475    -0.594175 0.0792321  -0.343213 0.184292    0.185654 0.0834303  2.19989 0.716841  0.282458 0.589874  0.0520751 0.0960707    1.6728 0.0620755  -0.167862 0.765971  0.0648318 0.335348    1.64286 0.0628243  0.702647 0.228037  -0.228412 0.766166  0.0387897 0.33543
MB+0_3_01 0 3 1    -0.00459493 0.0083166  0.322176 0.150119   -0.189899 0.122219    0.409131 0.0934997  -2.40529 0.638473  0.0585877 0.0967227  0.617269 0.0617225  -0.131312 0.0747142    -1.03468 0.0205717  -0.0631746 0.198025    0.408068 0.0935136  -0.680212 0.726677  -2.43152 0.639141  0.0396471 0.0988182    0.624573 0.0617374  0.528934 0.704547  -0.121608 0.0747388    0.667986 0.0921197  -0.627204 0.987702  0.519882 0.704678  -0.121336 0.0747396
MB+0_3_02 0 3 2    0.00478511 0.00892702  0.186258 0.161136   -0.0229347 0.131086    0.460687 0.100404  0.324408 0.685319  -0.00826308 0.103633  -0.454108 0.0656601  -0.0311978 0.0802733    1.11696 0.0224121  0.119101 0.213818    0.465067 0.100422  1.63065 0.782506  0.442414 0.68761  -0.0556801 0.106095    -0.459278 0.0657614  -0.755545 0.766182  -0.0129249 0.0813112    -0.306693 0.0986316  -2.16292 1.04172  -0.820374 0.766778  -0.0108174 0.0813141
MB+0_3_03 0 3 3    0.0104453 0.0075021  -0.368176 0.138852   0.0141167 0.112502    1.16222 0.0813411  1.32685 0.590567  0.0214962 0.0866375  0.436219 0.0557787  0.0356129 0.0717673    -0.239588 0.0185483  0.296218 0.177275    1.16273 0.0813435  0.451509 0.68218  1.32204 0.590621  0.00607758 0.089696    0.441208 0.0557928  -1.01951 0.677227  0.0482464 0.0718539    0.34654 0.0833401  1.36271 0.890982  -1.04103 0.677358  0.0479208 0.0718529
MB+0_3_04 0 3 4    0.00509174 0.00730881  0.234378 0.133807   0.166676 0.108431    -2.07878 0.0804291  -0.154427 0.569108  0.00978375 0.0848086  -0.0995608 0.0539523  0.17646 0.0675631    0.843091 0.0179855  0.143607 0.172359    -2.07869 0.0804279  0.977141 0.648969  -0.155381 0.5691  0.0389027 0.0869756    -0.0996302 0.0539522  0.278446 0.633544  0.176918 0.0675662    -0.168775 0.0802644  1.00091 0.859405  0.278401 0.633538  0.177765 0.0675689
MB+0_3_05 0 3 5    -0.0122638 0.00732874  -0.344166 0.128657   0.367272 0.10753    -3.11632 0.0791732  1.31051 0.547181  -0.274173 0.0843983  -0.292703 0.05339  0.0930998 0.0666298    -0.15466 0.0180161  -0.59661 0.173218    -3.11628 0.0791732  -0.137119 0.648408  1.31043 0.547181  -0.279579 0.0882317    -0.292743 0.0533891  0.309944 0.631823  0.0948705 0.0666382    -0.274627 0.0795393  -0.26353 0.856748  0.310221 0.631824  0.0949552 0.0666387
MB+0_3_06 0 3 6    0.0033651 0.00713491  0.0310543 0.127173   0.512773 0.105802    4.15416 0.0778197  -0.661768 0.540878  -0.274542 0.0827661  -0.219549 0.0528107  0.23823 0.0659084    -0.52971 0.017566  -0.185951 0.16862    4.15459 0.0778192  0.774822 0.635257  -0.654196 0.540899  -0.303489 0.086113    -0.218844 0.0528094  0.919939 0.622355  0.237427 0.0659066    -0.294943 0.0788972  1.10141 0.848004  0.927668 0.622373  0.237344 0.0659058
MB+0_3_07 0 3 7    0.00681014 0.00731353  -0.468761 0.129497   0.185537 0.107826    3.94794 0.0798167  0.527413 0.550758  0.102394 0.0845568  0.0932581 0.0537937  0.287931 0.0669076    -1.46701 0.017984  0.281815 0.173139    3.94801 0.0798165  0.30286 0.647588  0.527696 0.550757  0.0911222 0.0881337    0.093257 0.0537932  -0.2745 0.633805  0.289815 0.0669238    -0.0445099 0.0801337  2.00337 0.863841  -0.273992 0.633783  0.291095 0.0669235
MB+0_3_08 0 3 8    -0.00251209 0.00714505  -0.290266 0.130155   0.144246 0.106196    -2.91549 0.0786628  0.824494 0.553571  0.00195205 0.0829548  1.05371 0.0529876  0.146198 0.0663038    -0.410759 0.0176411  -0.064207 0.168902    -2.91553 0.078663  0.0866367 0.638967  0.82421 0.553573  0.00386125 0.0850206    1.05378 0.052987  1.65118 0.62435  0.145032 0.0663088    0.964024 0.0793964  1.29351 0.851805  1.65813 0.624356  0.145548 0.0663088
MB+0_3_09 0 3 9    0.0261045 0.00766702  0.335997 0.138883   0.638506 0.11412    -2.39739 0.082827  1.32909 0.590691  -0.298827 0.0886239  -0.330073 0.0566544  0.339679 0.0718969    2.75923 0.0188918  0.388169 0.181269    -2.39987 0.0828505  0.880714 0.687257  1.31421 0.590804  -0.272215 0.0911129    -0.33159 0.0566598  0.13984 0.679539  0.34753 0.0720388    -0.213703 0.0843522  -1.70896 0.905905  0.12646 0.679566  0.347938 0.0720371
MB+0_3_10 0 3 10    -0.0148951 0.00819156  -0.489239 0.15151   0.0762544 0.122982    2.31104 0.0893083  1.88133 0.644399  -0.402344 0.0952001  0.243801 0.0610118  -0.32609 0.0778562    -0.201613 0.0203684  -0.796206 0.194562    2.31156 0.0893025  -2.04134 0.735859  1.85305 0.644437  -0.34833 0.0971635    0.239262 0.061026  -0.281192 0.727785  -0.327694 0.077852    0.260927 0.0911885  -0.309588 0.968081  -0.28615 0.727966  -0.327689 0.0778522
MB+0_3_11 0 3 11    0.00390168 0.00831894  -0.227155 0.144197   0.0765989 0.123271    0.306628 0.0900511  0.844702 0.613265  -0.0753349 0.0964931  -0.390232 0.0608915  0.00126406 0.0767126    -0.12174 0.020425  0.027461 0.196792    0.306611 0.090049  -1.21373 0.74652  0.878139 0.613593  -0.0183955 0.102649    -0.383166 0.060937  -1.23459 0.727254  0.00486417 0.0767173    -0.374149 0.0901781  -0.131359 0.966799  -1.2317 0.727592  0.00496436 0.0767201
MB+0_3_12 0 3 12    -0.0118998 0.00735288  -0.352246 0.131728   0.233126 0.109658    0.11098 0.0797575  -0.193472 0.560252  -0.00842577 0.0855858  2.00543 0.0544433  0.2247 0.0685559    -1.69282 0.0181037  -0.321913 0.173771    0.11109 0.0797578  -0.255947 0.660165  -0.192553 0.560256  -0.0177734 0.0889102    2.00537 0.0544421  0.99228 0.646149  0.220362 0.0685951    2.0553 0.0812832  -0.722367 0.873231  0.990483 0.64615  0.220243 0.0685949
