label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_4_04 1 4 4    -0.0125974 0.0141782  -0.421786 0.127546   0 0    1.84542 0.113269  0.845704 0.492547  0.473719 0.205784  0 0  0 0    -0.79524 0.148247  0.0880904 0.382135    1.84534 0.115004  -0.0199577 1.7777  0.845898 0.494325  0.468575 0.48747    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_05 1 4 5    -0.0249977 0.00797849  -1.13515 0.0887147   0 0    4.18422 0.0886079  -0.133167 0.357573  0.320199 0.109729  0 0  0 0    -4.67802 0.0796718  -0.445886 0.218506    4.18547 0.0886288  0.47003 0.750544  -0.131104 0.357583  0.262336 0.143335    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_06 1 4 6    0.00976399 0.0075849  -0.0847149 0.0844604   0 0    5.3873 0.0838171  0.40856 0.340477  0.188158 0.104671  0 0  0 0    -0.063429 0.0757985  0.487631 0.20776    5.38752 0.0836428  0.0973508 0.707926  0.408466 0.340733  0.176715 0.133677    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_07 1 4 7    0.00280616 0.00786556  -0.449127 0.0871054   0 0    4.23733 0.085648  1.21246 0.350778  0.0130225 0.107404  0 0  0 0    -0.730817 0.0790624  0.0991536 0.216216    4.23371 0.0856318  -1.82322 0.730679  1.22831 0.351052  0.225668 0.137116    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_08 1 4 8    0.00425051 0.00787289  -0.0735521 0.0966384   0 0    4.51023 0.0865787  -0.280421 0.393375  0.183351 0.107146  0 0  0 0    -0.641902 0.0793479  0.313696 0.21635    4.511 0.0866994  0.505976 0.760416  -0.286226 0.39419  0.130533 0.133373    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_09 1 4 9    -0.00279687 0.0103623  0.0147374 0.592469   0 0    2.98352 0.135255  -2.07003 2.51612  0.163473 0.142666  0 0  0 0    -1.9754 0.106472  0.077571 0.284492    2.98362 0.135249  3.69846 1.91721  -2.04925 2.51603  0.153694 0.142737    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_10 1 4 10    -0.0334657 0.0112067  -0.199047 0.163123   0 0    4.20601 0.102209  -0.134479 0.672771  0.178466 0.148937  0 0  0 0    -0.598202 0.112865  -0.84455 0.308509    4.2032 0.102527  1.68656 1.55015  -0.184284 0.674388  0.492227 0.324664    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_11 1 4 11    -0.00069601 0.0104615  0.614905 0.598624   0 0    0.699482 0.13577  -2.8546 2.5423  -0.024623 0.144716  0 0  0 0    -0.230081 0.107289  -0.0459814 0.286562    0.699095 0.135771  1.14497 1.95072  -2.84067 2.5424  -0.0191175 0.14501    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_12 1 4 12    0.0122308 0.00796167  0.1605 0.094303   0 0    -0.289087 0.0879465  -0.478734 0.382667  0.21854 0.108482  0 0  0 0    0.0649777 0.0798791  0.594129 0.219105    -0.291354 0.0880157  0.469463 0.745284  -0.492769 0.383291  0.269067 0.134963    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_13 1 4 13    -0.00719776 0.0144694  0.279723 0.132203   0 0    2.69629 0.114605  -2.07137 0.511885  0.0737332 0.212566  0 0  0 0    -0.793003 0.152055  -0.146518 0.388402    2.71495 0.116537  -1.58718 1.80153  -2.0263 0.514448  0.452196 0.479323    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_14 1 4 14    0.0251157 0.0114101  0.421652 0.172298   0 0    2.37208 0.1035  -0.604566 0.712335  0.970304 0.152574  0 0  0 0    0.904207 0.115384  1.73582 0.312523    2.37109 0.104085  -0.351934 1.60728  -0.593787 0.714737  1.03252 0.322102    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_01 2 4 1    -0.0183751 0.00951852  -0.0895967 0.114847   0 0    -1.97272 0.108396  0.648864 0.398143  -0.125759 0.13733  0 0  0 0    0.686469 0.182317  -0.691139 0.25868    -1.97579 0.10859  0.421207 0.90126  0.632452 0.399594  -0.0669198 0.186113    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_02 2 4 2    -0.000492977 0.0103349  -0.218637 0.126609   0 0    -2.3016 0.119027  0.894229 0.440274  -0.222985 0.149781  0 0  0 0    -0.0248109 0.200019  -0.238282 0.283562    -2.31612 0.11918  2.34837 0.994205  0.80651 0.441794  0.105222 0.204282    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_03 2 4 3    0.0195307 0.0102181  0.13993 0.129882   0 0    -1.38657 0.110907  0.00801395 0.460061  -0.266079 0.146417  0 0  0 0    0.157219 0.198247  0.336323 0.279093    -1.39119 0.111109  0.65712 0.963384  -0.0175238 0.461595  -0.193515 0.180579    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_04 2 4 4    0.0249262 0.0108161  -0.0938794 0.137   0 0    0.218412 0.105786  0.417828 0.488298  0.0226015 0.157984  0 0  0 0    -0.548963 0.20207  0.785779 0.291048    0.211343 0.105921  1.81702 1.37968  0.350526 0.49097  0.425885 0.344559    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_05 2 4 5    -0.00426947 0.00936634  0.330865 0.114858   0 0    3.22227 0.10357  -1.75865 0.40153  0.368915 0.134313  0 0  0 0    -0.253516 0.179428  0.238237 0.253269    3.23427 0.103787  1.58157 0.892749  -1.69012 0.403375  0.160445 0.178569    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_06 2 4 6    0.00698409 0.00890688  -0.0803477 0.11147   0 0    3.74446 0.0987184  -0.339476 0.393656  0.276931 0.128458  0 0  0 0    -0.840124 0.170439  0.490977 0.240861    3.7445 0.0989123  0.00279938 0.853505  -0.339285 0.395675  0.276608 0.166585    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_07 2 4 7    -0.00811052 0.00921905  -0.597678 0.115127   0 0    5.42516 0.102617  1.57232 0.406225  -0.392863 0.132384  0 0  0 0    -0.786848 0.17657  -0.641708 0.249964    5.43656 0.102839  1.44826 0.878256  1.63644 0.408083  -0.575492 0.172574    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_08 2 4 8    -0.00256015 0.00947174  -0.105885 0.125693   0 0    4.76196 0.104286  -0.107713 0.453967  0.162365 0.134627  0 0  0 0    -0.500046 0.183206  0.0839116 0.257144    4.75161 0.104453  -1.63242 0.925946  -0.171187 0.455382  0.34173 0.168742    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_09 2 4 9    -0.00500398 0.0127442  0.599526 0.688354   0 0    2.6101 0.157055  -3.45418 2.90357  0.293454 0.17555  0 0  0 0    -0.789218 0.255615  0.139685 0.350067    2.61114 0.157058  1.8637 2.33998  -3.43439 2.90362  0.281767 0.176157    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_10 2 4 10    -4.38563e-06 0.0122206  0.435769 0.19588   0 0    2.47634 0.11274  -1.28468 0.749915  0.208605 0.168472  0 0  0 0    0.569756 0.235364  0.208471 0.333423    2.4744 0.112845  0.693793 1.77301  -1.31998 0.755181  0.338022 0.371096    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_11 2 4 11    -0.00119517 0.0130544  -0.821813 0.713127   0 0    -0.0598013 0.160893  3.49199 3.00877  -0.134305 0.180788  0 0  0 0    0.0220675 0.260925  -0.171014 0.357887    -0.0589617 0.160892  -2.07188 2.42626  3.49651 3.00871  -0.140537 0.180952    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_12 2 4 12    -0.0133862 0.0105204  0.297477 0.139069   0 0    -0.162929 0.127156  -0.482788 0.502136  0.19651 0.149492  0 0  0 0    1.08738 0.202152  -0.214452 0.286303    -0.141038 0.127418  -2.50199 0.948703  -0.368443 0.503972  -0.105315 0.188276    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_13 2 4 13    -0.000634878 0.0110597  0.319361 0.143288   0 0    2.30949 0.105317  -1.80095 0.515263  0.286574 0.160831  0 0  0 0    -0.427517 0.207189  0.267122 0.29826    2.31272 0.105439  0.912747 1.4411  -1.7556 0.520247  0.0905792 0.348471    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_14 2 4 14    0.0541912 0.0122954  -0.457872 0.196327   0 0    -0.0614177 0.113537  2.42431 0.750855  1.11483 0.170046  0 0  0 0    -0.756511 0.236592  2.77536 0.336201    -0.0629074 0.113732  -0.422416 1.83072  2.40259 0.756715  1.19553 0.38851    0 0  0 0  0 0    0 0  0 0  0 0  0 0
