ch_phix ch_phiy ch_phiz ch_x ch_y ch_z sector sl1_phix sl1_phiy sl1_phiz sl1_x sl1_y sl1_z sl2_phix sl2_phiy sl2_phiz sl2_x sl2_y sl2_z sl3_phix sl3_phiy sl3_phiz sl3_x sl3_y sl3_z station wheel
-0.39851 0.50462 0.18188 -3.33557 -0.30731 6.02356 13 -0.39851 -1.68861 0.18276 -3.28537 -0.26764 6.02356 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.25816 -1.57356 0.08535 -3.39340 -0.65002 5.40771 4 1 
-0.36336 -0.34736 -0.46508 -4.87708 1.53809 6.05661 5 -0.36336 -3.29513 -0.46400 -4.91212 1.55457 6.07091 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.47567 -5.18622 -0.46077 -5.35075 1.45233 3.56098 4 1 
-0.17014 -0.74901 -0.90773 -6.79293 2.93457 -0.53156 6 -0.17014 -2.03013 -0.90752 -6.86789 2.91321 -0.50027 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.35720 -2.40444 -1.00933 -6.60167 2.69043 -2.43845 4 1 
-0.14322 0.15703 -0.69908 -4.34288 6.98792 -4.14307 7 -0.14322 -4.03835 -0.69848 -4.32724 6.97296 -4.14978 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.10590 -4.39904 -0.64606 -4.64027 6.87469 -6.49719 4 1 
0.27068 1.80356 -0.52650 -4.67307 4.68658 -0.56324 8 0.27068 0.26027 -0.52692 -4.49349 4.63745 -0.63928 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.14082 0.42234 -0.64540 -4.13740 4.70398 -2.32600 4 1 
-0.19838 4.08001 0.27420 -2.59969 3.35632 6.47804 9 -0.19838 4.02958 0.27421 -2.19369 3.37616 6.47691 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.19410 4.42078 0.32810 -3.21194 3.43536 4.89269 4 1 
-0.53031 -1.03450 -0.92285 -8.58643 14.44122 5.15442 10 -0.53031 0.62283 -0.92373 -8.68927 14.51355 5.13245 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.41832 0.52569 -0.96618 -8.43277 14.32556 4.38110 4 1 
-0.41982 1.82555 -1.00893 -7.20032 8.54584 5.25452 14 -0.41983 -3.44473 -1.00672 -7.01859 8.56628 5.21606 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.40859 -2.07284 -1.02535 -7.52899 7.15759 4.07776 4 1 
0.81723 -0.47989 0.33693 -11.09057 2.63428 2.89352 11 0.81723 -2.98193 0.33489 -11.13815 2.55310 2.89353 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.85409 -1.17010 0.38722 -10.92572 3.09967 1.40437 4 1 
1.62090 -0.28654 -0.52986 -8.55685 6.38336 -5.64610 12 1.62091 2.07768 -0.52603 -8.58606 6.24420 -5.65884 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.51962 2.03351 -0.57161 -8.42192 6.64551 -7.18852 4 1 
0.03062 0.00317 1.06120 -1.60583 3.43079 -6.92566 1 0.03062 0.13604 1.06120 -1.60545 3.44421 -6.92566 0.03924 0.01855 1.16496 -3.74756 -1.66851 -8.91571 0.03313 -3.22543 1.08702 -1.61789 3.96667 -9.39331 1 2 
-0.45899 2.00076 -0.20517 1.83998 7.30469 -4.79400 2 -0.45899 3.32533 -0.20578 2.07504 7.35535 -4.82638 -2.02017 -0.34696 -0.08319 -7.17468 1.67888 -6.11226 -0.38102 4.55177 -0.13880 1.65141 7.52319 -6.40616 1 2 
-0.63138 2.96447 0.10140 6.12203 6.02783 2.68894 3 -0.63138 2.98530 0.10138 6.47012 6.10352 2.64091 -2.88349 -0.59053 0.16354 -5.96985 6.19292 1.38929 -0.55558 3.69794 0.18680 5.69901 5.99365 0.96686 1 2 
0.35732 0.58389 0.63520 -0.41241 5.79407 6.61774 4 0.35732 1.39698 0.63549 -0.34378 5.76233 6.60858 -0.69551 0.31775 0.73148 -5.39673 -0.45162 4.94110 0.31349 1.68302 0.74278 -0.44441 5.91858 4.77661 1 2 
-0.49151 -1.42959 -0.30014 -4.08860 4.88647 5.25029 5 -0.49151 0.02721 -0.30085 -4.25663 4.93896 5.27309 1.53503 -0.47291 -0.28137 -5.06592 -3.92100 3.95231 -0.48467 2.79350 -0.29601 -3.86338 5.03662 3.45488 1 2 
-0.26014 -1.34492 -0.32427 -4.57971 6.68640 0.41243 6 -0.26014 0.52520 -0.32476 -4.73786 6.71143 0.43362 1.35218 -0.21058 -0.14947 -6.73645 -4.34634 -0.81787 -0.23825 1.00711 -0.20799 -4.42803 6.84143 -1.08328 1 2 
-0.47796 -0.00435 -0.32623 -2.94178 3.17932 -2.92480 7 -0.47796 1.06694 -0.32675 -2.94228 3.22998 -2.92480 0.02323 -0.47924 -0.23618 -3.46497 -2.81040 -4.74304 -0.52611 0.40341 -0.32421 -2.93491 3.14636 -5.21210 1 2 
-0.31725 3.36273 -0.23314 -0.43570 5.77271 0.18153 8 -0.31725 3.38369 -0.23315 -0.04071 5.80627 0.12697 -3.32664 -0.22775 -0.08999 -5.74463 -0.39093 -1.44355 -0.20215 2.38112 -0.16703 -0.79599 5.44678 -1.75424 1 2 
0.39237 2.52379 0.23746 -1.45791 7.53967 4.96994 9 0.39237 2.01568 0.23726 -1.16148 7.49756 4.92917 -2.46152 0.42450 0.32274 -7.75574 -1.42633 3.74901 0.37311 0.18546 0.26510 -1.80710 7.72644 3.48255 1 2 
0.41854 1.32669 0.02798 -5.84084 8.74023 6.89789 10 0.41854 -0.06705 0.02739 -5.68497 8.69202 6.87653 -1.25616 0.44764 0.11697 -8.92273 -6.00727 5.44373 0.41624 0.71204 0.10493 -5.95425 9.21326 5.18372 1 2 
0.00770 -2.10961 0.23011 -6.18679 7.08862 1.36006 11 0.00770 -0.24602 0.23012 -6.43491 7.09167 1.39370 2.14953 0.14898 0.37175 -7.55798 -5.81384 -0.56184 0.07342 0.55738 0.26020 -5.92859 7.35107 -1.11474 1 2 
0.00457 -1.76398 -0.41978 -5.27114 8.88977 -6.14343 12 0.00457 -1.38357 -0.41978 -5.47850 8.88306 -6.11533 1.81680 0.01136 -0.33666 -9.29077 -5.18313 -7.52450 0.03284 0.22978 -0.38158 -5.12173 9.36340 -7.94123 1 2 
-0.09235 -0.33743 0.40205 -1.34018 5.92834 -2.36633 1 -0.09235 -4.33805 0.40242 -1.37983 5.92590 -2.37762 0.36279 -0.26867 -0.06183 -5.92957 -1.21027 -2.54028 -0.26397 -2.60816 0.27591 -1.41325 5.89783 -2.81372 2 2 
-0.12375 2.38765 0.36703 4.99518 6.81641 -5.73259 2 -0.12375 2.33004 0.36703 5.27580 6.81885 -5.65162 -2.28004 -0.16598 0.48194 -6.00342 4.80245 -6.36222 -0.13452 1.83812 0.42149 4.85617 6.21521 -6.94507 2 2 
-0.01988 2.53435 0.64574 5.29384 6.48682 0.87025 3 -0.01988 -0.24887 0.64579 5.59201 6.46790 0.95640 -2.58726 -0.06617 0.82499 -5.57922 5.03188 0.30544 0.01490 -0.70007 0.64192 4.80309 5.87524 -0.20558 2 2 
-0.64607 0.62069 0.27987 0.42679 6.96594 5.10559 4 -0.64607 -2.40262 0.28182 0.49969 7.03247 5.12665 -0.56259 -0.56220 0.27987 -6.01807 -0.11341 4.59778 -0.64186 -1.52107 0.18880 0.31723 6.25366 3.91479 2 2 
-1.63059 -0.93750 0.08956 -2.07391 8.02734 4.98067 5 -1.63060 -3.23448 0.09330 -2.18396 8.21533 4.94850 1.12476 -1.46798 0.15866 -7.27417 -2.25645 4.34987 -1.59008 -4.80097 0.08439 -1.99797 7.33093 3.78834 2 2 
-0.32550 -0.65608 -0.45628 -4.11888 6.25366 -0.32442 6 -0.32550 -2.85427 -0.45556 -4.19582 6.30737 -0.34660 0.86344 -0.37057 -0.26540 -5.36194 -4.37149 -0.82908 -0.25940 -2.51539 -0.45760 -4.03500 5.83008 -1.10687 2 2 
-0.02872 -0.00287 0.42412 -4.50386 5.05798 -4.61975 7 -0.02872 -2.84821 0.42420 -4.50422 5.04700 -4.62006 -0.26524 -0.26018 0.17850 -4.88586 -3.98642 -5.42175 -0.14402 -1.04278 0.22886 -5.03342 4.69727 -5.74158 2 2 
0.01621 3.48545 0.04965 0.25336 6.61682 -2.53539 8 0.01621 2.04320 0.04962 0.66318 6.61377 -2.41788 -3.41222 0.05383 0.02380 -6.30554 -0.27212 -2.76689 0.02049 3.44208 -0.05194 -0.06306 6.68884 -3.51658 2 2 
-0.04977 3.05145 -0.28472 -0.67620 6.74927 3.67253 9 -0.04977 1.54099 -0.28464 -0.31739 6.76514 3.77583 -2.92178 -0.01379 -0.28234 -6.75415 -1.08111 2.88333 0.01026 0.95741 -0.32294 -0.84611 6.70288 2.56159 2 2 
0.34326 0.77332 -0.10600 -4.29914 9.05396 5.62592 10 0.34326 0.44353 -0.10611 -4.20828 9.01733 5.65216 -0.67276 0.19668 0.00401 -9.22668 -4.32316 5.21301 0.17213 -2.08452 -0.17120 -4.37122 9.14185 4.32861 2 2 
0.64963 -1.58622 0.24844 -5.07303 8.76343 1.01605 11 0.64963 -2.44519 0.24788 -5.25942 8.67859 0.96200 1.51674 0.56502 -0.49787 -7.19299 -6.12176 0.49761 0.56995 -2.06892 0.16925 -4.76729 8.52173 0.16149 2 2 
0.14409 -1.86709 0.27685 -3.69987 13.15430 -6.71231 12 0.14409 -4.21956 0.27651 -3.91901 13.12805 -6.77572 1.86704 0.01431 0.32961 -13.19641 -3.63488 -6.95985 -0.11840 -2.96940 0.22866 -3.37495 13.33252 -7.76148 2 2 
0.33137 0.00381 0.25226 -0.01785 6.83655 -7.85156 1 0.33137 -0.71799 0.25202 -0.01747 6.80725 -7.85156 -0.26654 0.38204 0.70366 -7.61536 0.39778 -8.93188 0.28784 -1.57056 0.34159 0.01171 7.05383 -9.37927 3 2 
0.39477 1.87213 0.77766 4.59626 5.81604 -4.69924 2 0.39477 4.25062 0.77860 4.78255 5.78857 -4.72771 -1.73290 0.27244 0.80662 -5.43152 4.47842 -5.49672 0.22999 3.90453 0.86985 4.35670 5.75256 -5.55079 3 2 
0.20325 1.81817 0.57037 6.47835 6.26038 2.37927 3 0.20325 0.31197 0.57006 6.65965 6.24878 2.35212 -1.68069 0.25470 0.46214 -6.22742 6.26590 1.80561 0.14916 1.17957 0.54366 6.30518 6.69617 1.48059 3 2 
-0.64704 0.27025 -0.69934 -0.90120 4.63745 5.79285 4 -0.64704 -0.69150 -0.69872 -0.87427 4.69116 5.78918 -0.16292 -0.64884 -0.76274 -4.49707 -0.89205 5.00305 -0.69791 2.03669 -0.70174 -0.83641 4.95789 5.01831 3 2 
-0.94837 -1.00225 -0.40807 -4.40763 5.75928 5.08724 5 -0.94837 -0.01452 -0.40901 -4.50721 5.84717 5.10164 1.02024 -1.14157 -0.40573 -5.91736 -4.29953 4.17002 -1.13485 2.60745 -0.36300 -4.29334 5.82947 4.02136 3 2 
0.15498 -1.16439 -1.01400 -5.79679 3.37036 0.77083 6 0.15498 -1.18992 -1.01400 -5.91276 3.33984 0.78846 1.10161 0.02483 -1.05404 -4.17419 -5.56862 -0.43920 0.05162 -2.45447 -0.96170 -5.62050 3.62671 -0.46070 3 2 
0.73280 -0.00284 0.07017 -3.80552 6.31104 -3.87268 7 0.73280 -0.28669 0.06996 -3.80579 6.23901 -3.87268 0.07409 0.71655 -0.03070 -6.02478 -4.03959 -4.83154 0.68931 -0.39699 0.16046 -3.85763 5.92163 -4.94385 3 2 
-0.10506 2.63865 -0.10505 -1.18274 6.13708 -1.06484 8 -0.10506 3.80846 -0.10517 -0.92001 6.14563 -1.10486 -2.74324 0.01673 -0.20399 -5.84473 -1.45370 -2.15863 -0.16238 6.07400 -0.18127 -1.49057 6.95557 -2.00443 3 2 
0.02764 2.18141 -0.19613 -2.85153 7.34680 4.11374 9 0.02764 1.69172 -0.19614 -2.63448 7.34131 4.08075 -2.29027 0.01624 -0.24800 -7.17896 -3.11660 3.10531 -0.13023 2.62034 -0.18486 -3.21124 7.93640 3.02745 3 2 
0.12099 0.61453 -0.13789 -5.61203 8.92883 5.86853 10 0.12099 0.13657 -0.13794 -5.55088 8.91479 5.85938 -0.40600 0.25589 -0.14112 -8.83423 -5.58672 5.11841 0.14976 1.33032 -0.17312 -5.72235 8.90991 4.90173 3 2 
0.54930 -2.06195 0.51201 -6.23482 6.50879 0.83687 11 0.54930 -3.56140 0.51119 -6.44012 6.46118 0.86775 2.18373 0.61558 0.44728 -6.29944 -6.15582 0.25876 0.58299 -4.23541 0.50086 -6.02393 6.20667 0.27994 3 2 
0.53428 -1.82703 0.01963 -4.11331 7.00378 -6.32490 12 0.53428 -2.71709 0.01915 -4.29488 6.95068 -6.29760 1.93361 0.51089 0.02004 -6.89697 -3.97320 -6.80610 0.54383 -1.40431 0.08298 -3.86056 7.31384 -6.97051 3 2 
0.03980 -0.34539 0.13486 -1.91734 5.81055 -7.66907 1 0.03980 -6.21276 0.13463 -1.95168 5.80078 -7.68311 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.05139 -9.65762 0.15155 -1.76903 6.04431 -9.87915 4 2 
0.27018 1.15977 0.18105 1.52195 5.50903 -5.35643 2 0.27018 0.49945 0.18087 1.63798 5.47485 -5.30777 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.09790 0.98105 0.17803 1.42339 5.54810 -7.75530 4 2 
0.38860 1.30004 0.86628 2.07497 4.18701 1.93685 3 0.38861 6.32350 0.86823 2.20455 4.11255 1.99101 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.01494 4.47391 0.88205 1.89487 4.32983 -0.35752 4 2 
-0.79937 0.70468 -0.11434 -0.44846 6.12549 3.72009 4 -0.79937 0.11701 -0.11387 -0.37827 6.20483 3.72009 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.85183 0.92730 -0.08058 -0.52628 6.39954 3.00415 4 2 
-0.39988 0.00549 0.54188 -0.54581 4.88403 6.48010 13 -0.39988 -2.49518 0.54288 -0.54535 4.92371 6.48010 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.36849 -3.07597 0.55041 -0.56549 4.56177 5.78735 4 2 
-1.11935 -0.63210 -0.20827 -3.68815 6.61316 4.47155 5 -1.11937 -6.10353 -0.20215 -3.75125 6.71570 4.49785 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -1.24379 -7.03128 -0.21336 -3.57346 6.79199 2.22823 4 2 
0.01538 0.05916 -0.68210 -2.51841 8.63037 0.78447 6 0.01538 -1.69372 -0.68213 -2.51282 8.59985 0.78195 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.33338 0.21993 -0.95238 -2.28097 8.51929 -1.09552 4 2 
0.57030 -0.00414 0.68783 -5.08240 3.81958 -2.94434 7 0.57030 -3.81839 0.68565 -5.08278 3.79211 -2.94373 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.56539 -1.90732 0.68585 -5.08148 3.64685 -4.95178 4 2 
-0.42957 1.97492 -0.72391 -3.84768 10.03479 0.01338 8 -0.42957 1.38051 -0.72366 -3.65127 10.04700 -0.06986 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.34911 2.25513 -0.60398 -4.31018 9.59229 -1.80274 4 2 
-0.11742 2.47388 -0.67895 -2.15419 8.01819 5.11222 9 -0.11742 3.99462 -0.67913 -1.90780 8.02917 5.11234 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.14241 2.87066 -0.66842 -2.53207 8.25378 3.71858 4 2 
-0.26453 -0.08435 -0.49798 -6.65588 7.87476 5.33386 10 -0.26454 1.70656 -0.49845 -6.66428 7.91199 5.33203 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.25143 1.51371 -0.61472 -6.69113 7.81006 4.23279 4 2 
0.28435 -0.33213 -0.75909 -4.27704 8.88306 6.31531 14 0.28435 -4.62182 -0.76031 -4.31015 8.83850 6.32263 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.16329 -3.51221 -0.96551 -4.58893 7.41394 5.25024 4 2 
0.25326 -2.27847 0.20336 -8.06466 11.17065 1.02223 11 0.25326 -0.59925 0.20379 -8.29132 11.14502 1.02175 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.25251 -2.50518 0.19482 -7.86146 11.19690 -0.24463 4 2 
0.59980 -0.68860 -0.32194 -5.94590 8.32886 -6.22817 12 0.59980 -1.02419 -0.32215 -6.01492 8.28308 -6.25738 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.50106 -3.56898 -0.25008 -5.84238 8.80249 -7.80179 4 2 

