label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_2_01 1 2 1    0.203384 0.00690378  -0.0759514 0.119109   -0.565185 0.0976005    0.737582 0.0601643  -1.12023 0.496109  0.134 0.0686666  0.807769 0.0460936  -0.431185 0.0693596    -3.7551 0.0679056  4.55306 0.133364    0.734843 0.0601984  0.679207 0.513334  -1.15033 0.496616  0.163534 0.0721997    0.807818 0.0460933  -0.538171 0.574551  -0.137585 0.297925    0.788495 0.0462485  0.729565 0.146524  -0.530719 0.574456  -0.135536 0.297875
MB+1_2_02 1 2 2    -0.0557733 0.00713112  -0.33989 0.120127   -0.0709456 0.0998874    0.636473 0.0644015  0.369903 0.499961  0.167549 0.0714179  1.1206 0.0477383  0.0966035 0.0698353    -0.442911 0.069147  -1.04121 0.13706    0.626768 0.0644864  1.48246 0.517256  0.291134 0.500678  0.245765 0.076457    1.11912 0.0477452  -0.603616 0.571614  -0.390497 0.294404    1.11294 0.0477911  0.433808 0.151612  -0.506082 0.572593  -0.345909 0.294797
MB+1_2_03 1 2 3    -0.183716 0.00703147  -0.100865 0.127298   -0.205882 0.100654    0.783712 0.0619618  -0.398261 0.530992  0.0555734 0.0701976  1.79497 0.0481484  -0.150309 0.0721356    1.26963 0.0709905  -3.94365 0.136019    0.782759 0.0619663  0.61241 0.53265  -0.424441 0.531446  0.0714965 0.0715566    1.79178 0.0481629  1.06742 0.583668  0.604778 0.309179    1.74843 0.0488175  0.799043 0.148049  0.611806 0.589622  0.379874 0.311907
MB+1_2_04 1 2 4    -0.221356 0.00865904  -0.238482 0.125992   -0.178008 0.113851    1.49042 0.0638785  -0.0481447 0.51741  0.396112 0.0869329  1.7556 0.0495155  0.218105 0.0735161    1.64878 0.0920729  -4.42808 0.167498    1.48939 0.0638916  0.492797 0.646222  -0.0600896 0.517636  0.415713 0.0906745    1.75574 0.0495149  -1.00448 0.729837  -0.308882 0.408839    1.73256 0.0496336  1.102 0.173565  -1.07327 0.729688  -0.346014 0.408751
MB+1_2_05 1 2 5    0.20146 0.00691368  -0.0130399 0.11706   0.0176386 0.0963207    2.42265 0.0598765  -0.189274 0.486866  0.285276 0.0687237  1.87152 0.0456462  0.302915 0.0674888    -2.54568 0.0697014  4.67359 0.134003    2.42102 0.0598794  1.10336 0.511472  -0.213321 0.486977  0.323966 0.0710294    1.8715 0.0456467  -0.158024 0.564767  0.318989 0.298913    1.84064 0.0462256  0.597543 0.141838  -0.232072 0.564972  0.281778 0.299007
MB+1_2_06 1 2 6    0.0768313 0.0061552  -0.289597 0.110328   0.58408 0.0883288    3.47885 0.0557724  0.156513 0.460083  0.160461 0.0615186  0.478072 0.0423114  0.744541 0.0633833    -1.95455 0.0614726  1.83782 0.11947    3.47833 0.0557848  0.202503 0.460299  0.149928 0.460314  0.168022 0.0638694    0.478605 0.04231  -1.23663 0.5114  0.0348829 0.268104    0.436179 0.0426154  1.04956 0.12902  -1.32416 0.511316  -0.00828784 0.268053
MB+1_2_07 1 2 7    0.157808 0.00631781  0.263482 0.110313   -0.437356 0.0887881    3.38699 0.0562985  -1.02743 0.459558  -0.140977 0.0622545  1.21287 0.0426175  -0.578332 0.0633065    -1.70463 0.0630575  3.30476 0.123103    3.38675 0.0563193  0.0735422 0.462359  -1.03036 0.459883  -0.138157 0.0647069    1.21292 0.0426159  0.295335 0.514998  0.0925258 0.268748    1.18481 0.0429105  0.726981 0.13165  0.233506 0.515028  0.0612385 0.26876
MB+1_2_08 1 2 8    0.226692 0.00649887  0.351559 0.11402   -0.690725 0.0925826    2.59245 0.0566863  -2.26003 0.475018  -0.00352556 0.0644887  -1.01978 0.0438311  -0.694251 0.0664284    -3.35536 0.0651816  4.9438 0.126322    2.59385 0.0566955  -0.644914 0.489272  -2.23408 0.47542  -0.0307748 0.06772    -1.02325 0.0438296  0.477973 0.54574  0.704771 0.286633    -1.05067 0.0441133  0.636434 0.135254  0.393271 0.546098  0.666129 0.28678
MB+1_2_09 1 2 9    0.143284 0.00628613  0.237206 0.109257   -0.327495 0.0895403    2.05336 0.055893  -0.933923 0.455107  0.0352315 0.0625604  -0.226513 0.0427642  -0.292264 0.0640599    -1.55892 0.0623799  3.15488 0.121731    2.0516 0.0559187  0.450731 0.467504  -0.9604 0.455879  0.0552806 0.0659168    -0.227672 0.0427682  -0.0332943 0.519997  0.165125 0.271697    -0.24733 0.0430122  0.56012 0.131205  -0.0536496 0.519963  0.158839 0.271671
MB+1_2_10 1 2 10    -0.0161613 0.00636936  -0.244454 0.112531   0.283945 0.0908772    1.71374 0.0568523  -0.127452 0.469034  -0.389704 0.0635472  -1.20137 0.0433966  -0.105759 0.0649647    -0.983287 0.0634503  -0.741354 0.123161    1.71282 0.0568685  0.287988 0.474664  -0.137593 0.469296  -0.37901 0.0659321    -1.20134 0.0433967  -0.294911 0.525779  -0.191198 0.275983    -1.22058 0.0437263  0.475142 0.133788  -0.37407 0.52629  -0.231605 0.276242
MB+1_2_11 1 2 11    -0.1294 0.00659925  0.107628 0.11469   -0.832725 0.0951016    0.773837 0.057235  -1.3532 0.477693  0.144758 0.0657898  -1.47938 0.0448348  -0.687967 0.0686732    0.579612 0.0658567  -2.66985 0.127577    0.774377 0.0572401  -0.357442 0.503785  -1.34645 0.47779  0.131559 0.0683606    -1.47936 0.044832  0.362596 0.5628  0.190589 0.296252    -1.50622 0.0452196  0.624772 0.138471  0.31269 0.562834  0.165301 0.296265
MB+1_2_12 1 2 12    0.170159 0.00651837  0.282769 0.114265   -0.105333 0.0928279    0.57592 0.0592026  0.156048 0.476128  0.121137 0.0652181  -1.60914 0.0447291  0.0158043 0.0660576    -0.581978 0.064783  3.8365 0.126505    0.577348 0.0592221  -0.444884 0.48321  0.180822 0.476892  0.103212 0.0680489    -1.60931 0.0447395  0.263228 0.53957  0.0702473 0.282025    -1.63534 0.0450369  0.686763 0.138126  0.262326 0.539482  0.0762267 0.281982
MB+2_2_01 2 2 1    0.0125006 0.0115279  0.435102 0.193136   1.18969 0.175175    0.862565 0.0961297  2.18369 0.74962  0.0590282 0.115626  -4.99217 0.0884733  1.24872 0.131594    3.75462 0.215815  0.327825 0.21926    0.822283 0.0964915  3.72779 0.802649  1.84358 0.752967  0.228885 0.121239    -4.9923 0.088484  2.02694 1.16671  1.09135 1.17706    -5.05688 0.0928481  -0.368134 0.160611  1.9554 1.16703  1.02641 1.1773
MB+2_2_02 2 2 2    -0.171928 0.0112675  0.278544 0.187398   -0.970876 0.170382    -0.264737 0.0932989  -0.183813 0.726645  0.256067 0.112677  1.77284 0.087025  -0.714809 0.127805    4.83464 0.211638  -3.42071 0.212994    -0.278043 0.0935258  1.62159 0.801442  -0.294394 0.728669  0.337689 0.119687    1.77346 0.0870345  0.397783 1.12913  -0.127661 1.14729    1.85418 0.0888268  0.697782 0.15454  0.585448 1.1296  0.0519234 1.14767
MB+2_2_03 2 2 3    0.0305688 0.0105156  -0.540349 0.185578   2.24206 0.164264    1.04633 0.0854204  2.53244 0.726565  0.0286694 0.10558  1.7641 0.0825192  2.27073 0.125839    -0.453616 0.199789  0.686633 0.200203    1.04421 0.0854716  0.544501 0.786225  2.49779 0.72815  0.0447975 0.108119    1.76417 0.082533  2.4928 1.10518  2.23071 1.12608    1.78664 0.0842342  0.193519 0.145098  2.2978 1.11477  2.03658 1.1354
MB+2_2_04 2 2 4    0.146576 0.0103759  -0.466836 0.178906   3.27359 0.161103    1.75899 0.0857975  2.65455 0.696489  -0.105146 0.104096  2.17388 0.0814134  3.16844 0.122955    -2.64774 0.198474  3.06685 0.198954    1.75173 0.08594  1.09022 0.758028  2.58327 0.698209  -0.0578181 0.109161    2.17202 0.0813938  -2.43993 1.08663  -1.99122 1.10739    2.2526 0.0830608  0.687504 0.14218  -2.41177 1.08635  -1.96793 1.10711
MB+2_2_05 2 2 5    -0.124868 0.0110251  -0.571437 0.195441   1.29771 0.16875    2.41502 0.0915919  1.18257 0.764649  0.300493 0.11055  0.722619 0.0860865  1.59821 0.127497    1.58083 0.21105  -2.40176 0.211437    2.41564 0.0916277  -0.285559 0.794054  1.20084 0.766574  0.294794 0.111767    0.727501 0.0861666  -0.294398 1.1377  0.104238 1.15783    0.773662 0.0887882  0.331574 0.153977  -0.713657 1.15417  -0.30722 1.17342
MB+2_2_06 2 2 6    0.148118 0.0097834  -0.214261 0.177391   1.2305 0.154652    3.16187 0.0801198  0.500087 0.696598  0.417157 0.0975595  1.00305 0.078187  1.64766 0.119998    -3.75967 0.188823  3.6265 0.188198    3.16064 0.0801313  0.663425 0.736346  0.495361 0.696608  0.434055 0.0993513    1.0034 0.0781973  0.78419 1.04952  1.9364 1.07341    1.03852 0.0789934  0.421517 0.134931  0.424438 1.05572  1.56438 1.07989
MB+2_2_07 2 2 7    0.029551 0.0103284  0.106867 0.17638   -0.9479 0.15843    3.17633 0.0859309  -1.10861 0.685152  -0.034646 0.103869  1.74471 0.0805993  -0.982546 0.11963    -1.32316 0.197929  0.608108 0.199196    3.17655 0.0859757  -0.0886356 0.750424  -1.10477 0.686248  -0.0379065 0.10754    1.7446 0.0806067  -1.01565 1.06521  -0.888615 1.08344    1.81588 0.082327  0.602313 0.142161  -1.21698 1.06606  -1.08484 1.08422
MB+2_2_08 2 2 8    0.138422 0.00951849  0.425811 0.167589   -1.26273 0.149399    2.90261 0.0797303  -2.10675 0.655021  0.115087 0.0955089  0.283027 0.0763181  -1.14765 0.114883    -3.41842 0.182727  3.11135 0.182563    2.90713 0.0798213  -0.825271 0.701357  -2.06909 0.655799  0.0801929 0.100003    0.285586 0.0763263  -0.144333 0.998032  0.843959 1.01936    0.32973 0.077079  0.53235 0.130686  -0.235818 0.998115  0.741352 1.01949
MB+2_2_09 2 2 9    -0.159106 0.0101407  -0.294879 0.175038   0.44757 0.159573    2.60797 0.083913  -0.329044 0.681726  -0.0364496 0.101464  0.0131395 0.081171  0.411121 0.12316    2.00642 0.194104  -3.47455 0.194223    2.60954 0.0840895  -0.222247 0.747921  -0.314834 0.683386  -0.0469864 0.107641    0.0118355 0.0811809  -1.43418 1.07  -0.709505 1.09198    0.0363869 0.0823749  0.244345 0.139249  -1.3856 1.07032  -0.66426 1.09225
MB+2_2_10 2 2 10    0.181285 0.00966515  0.356977 0.168895   -1.49155 0.150798    1.49686 0.0803612  -1.35992 0.658751  0.0739855 0.096442  -1.1343 0.0774991  -1.41757 0.115927    -3.93779 0.186736  3.99723 0.185606    1.4961 0.08043  0.159137 0.711643  -1.36587 0.659264  0.0798347 0.0999134    -1.13331 0.0775099  -0.622597 1.00882  -0.664701 1.03657    -1.09897 0.0779535  0.538587 0.132101  -0.786037 1.00945  -0.840516 1.03729
MB+2_2_11 2 2 11    -0.14758 0.00985937  -0.199683 0.178285   0.285158 0.157272    1.37908 0.0818677  0.478704 0.70028  -0.00539648 0.0990592  -0.617425 0.0795248  0.279762 0.122155    2.95621 0.189107  -3.19545 0.188697    1.38257 0.0819116  -0.950318 0.741429  0.539788 0.701888  -0.0338715 0.101518    -0.612457 0.0795475  -2.03626 1.05497  -2.26941 1.07624    -0.587494 0.0804691  0.277874 0.135405  -2.22652 1.05901  -2.45561 1.08003
MB+2_2_12 2 2 12    0.162687 0.0100901  0.070799 0.192649   0.943572 0.205808    0.949844 0.0827708  0.549677 0.762811  -0.285643 0.101391  -0.472525 0.113368  0.657929 0.1791    -2.82955 0.195083  3.2431 0.193956    0.944448 0.0827872  2.1781 0.793606  0.454984 0.763525  -0.232947 0.103194    -0.470761 0.0818632  -0.92673 1.12023  -0.843993 1.14684    -0.427348 0.0825972  0.54419 0.139014  -1.49695 1.12947  -1.41598 1.15593
MB-2_3_01 -2 3 1    0.0328577 0.0102792  0.358285 0.188326   -1.09024 0.16916    -0.00229485 0.105924  -1.45959 0.740091  0.0835553 0.123339  2.38017 0.0925907  -1.00668 0.11577    -0.680295 0.20029  0.946316 0.240078    -0.00707844 0.106023  0.970307 0.931309  -1.51895 0.742278  0.114137 0.126802    2.38018 0.0926042  -1.51193 1.21087  -1.05075 1.02571    2.40472 0.0930268  0.508527 0.185208  -1.62289 1.21145  -1.13893 1.02613
MB-2_3_02 -2 3 2    -0.043992 0.0104819  -0.666728 0.189277   1.49292 0.171006    -0.0662727 0.107005  1.9185 0.742221  0.18206 0.12539  1.12318 0.0931137  1.67498 0.116278    0.0784579 0.203436  -0.971741 0.244653    -0.064433 0.107114  -0.363411 0.934389  1.93714 0.743762  0.170435 0.128912    1.12357 0.0931122  0.135346 1.2278  0.179054 1.03656    1.171 0.0938798  0.740376 0.188982  0.0756389 1.2277  0.129797 1.03647
MB-2_3_03 -2 3 3    0.0294645 0.0102524  0.273643 0.187329   -0.489492 0.169011    -0.638692 0.105663  -0.298484 0.73592  0.122361 0.123019  1.90486 0.0923727  -0.367132 0.115892    0.196893 0.199153  0.89521 0.23913    -0.645824 0.105773  1.34484 0.920122  -0.378162 0.737924  0.165349 0.126479    1.90431 0.0923778  0.357674 1.21034  0.184457 1.02399    2.00875 0.0930962  1.60102 0.185231  0.187425 1.2096  0.0513192 1.02334
MB-2_3_04 -2 3 4    -0.0581165 0.0100638  -0.0343189 0.183008   0.252934 0.16564    -0.583462 0.103528  0.037416 0.71801  0.101032 0.120604  0.631598 0.0906931  0.353966 0.11354    1.2128 0.196385  -1.4227 0.234683    -0.589773 0.103629  1.24218 0.908884  -0.0349853 0.719947  0.145144 0.124845    0.632505 0.0907015  -0.859742 1.18669  -0.404013 1.00885    0.679639 0.0911375  0.930634 0.1806  -0.932865 1.18647  -0.458881 1.00865
MB-2_3_05 -2 3 5    -0.0323646 0.00998388  0.0464097 0.182207   0.26929 0.164684    -0.869719 0.102573  0.213519 0.715702  -0.276597 0.119867  1.29884 0.0901074  -0.00730685 0.112929    1.14489 0.194121  -1.12595 0.232981    -0.87567 0.102717  0.986938 0.906992  0.145423 0.718446  -0.241886 0.124032    1.30152 0.090115  -2.09414 1.1834  -1.94653 1.00087    1.34171 0.0906228  0.74609 0.18037  -2.22476 1.18363  -2.05 1.00102
MB-2_3_06 -2 3 6    0.0106859 0.0100968  -0.0805946 0.182673   0.951648 0.165842    -2.19588 0.10381  1.08202 0.716283  -0.234046 0.121493  0.000898268 0.0904281  0.717602 0.112884    0.496276 0.196364  0.0466327 0.23574    -2.20467 0.103944  1.4938 0.907398  0.97521 0.719154  -0.18095 0.125661    0.00209986 0.0904474  0.296331 1.18042  0.0566781 0.999433    0.0280281 0.091087  0.435762 0.18194  0.230005 1.18071  0.00611124 0.999592
MB-2_3_07 -2 3 7    -0.00337777 0.0101195  0.118827 0.183094   -0.0874834 0.166626    -3.45971 0.104381  -1.22632 0.717771  -0.19531 0.121581  0.875486 0.0915805  -0.282794 0.113941    -0.643916 0.197356  -0.284049 0.236423    -3.46697 0.104525  1.22309 0.912662  -1.29867 0.719839  -0.150094 0.126182    0.874742 0.0915798  0.695503 1.19417  1.33636 1.01251    0.925665 0.0919934  1.03439 0.182833  0.682306 1.19381  1.32745 1.01219
MB-2_3_08 -2 3 8    -0.0439976 0.0099701  -0.247726 0.184358   1.36146 0.165221    -1.48702 0.103326  1.79575 0.725696  -0.193492 0.119896  0.570548 0.0903037  1.16797 0.113679    1.73967 0.194061  -1.34937 0.232877    -1.48038 0.103398  -1.54597 0.909723  1.89386 0.727975  -0.240873 0.12309    0.570298 0.0903346  1.91454 1.18168  1.268 1.00059    0.606907 0.0908049  0.705234 0.180279  1.78904 1.18195  1.17401 1.00074
MB-2_3_09 -2 3 9    0.0430915 0.010945  0.482825 0.193389   -0.954097 0.175539    -0.536019 0.112535  -1.13515 0.755492  -0.0444187 0.130363  3.39643 0.0959559  -0.998516 0.117556    -0.0563678 0.212181  1.08394 0.255231    -0.525383 0.112677  -1.77212 0.956685  -1.00116 0.758918  -0.106851 0.134644    3.39344 0.0959958  0.144969 1.23661  0.0780033 1.04664    3.4452 0.0968  0.803533 0.195511  0.155792 1.23639  0.101148 1.04645
MB-2_3_10 -2 3 10    -0.0203109 0.0113183  0.18033 0.201469   -0.893169 0.181545    0.460234 0.115107  -1.57199 0.788761  -0.13965 0.135498  0.985011 0.0974606  -1.03282 0.120825    -0.345336 0.217576  -0.669565 0.262372    0.469496 0.115258  -1.53306 0.98811  -1.48616 0.790673  -0.185653 0.138699    0.985497 0.0974472  2.84937 1.27968  2.67113 1.07883    1.00745 0.0990403  0.249587 0.201226  2.77914 1.28091  2.61173 1.07988
MB-2_3_11 -2 3 11    -0.0414686 0.0116238  -0.349369 0.203565   0.394431 0.186699    1.07988 0.115627  -0.0837738 0.794703  0.0896999 0.139418  1.85664 0.0982438  0.484131 0.124174    -0.633232 0.223146  -0.993661 0.269773    1.0655 0.115884  1.92382 1.03986  -0.22808 0.798507  0.166317 0.145431    1.85669 0.0982447  -0.25361 1.33662  0.341942 1.12596    1.89675 0.100017  0.440799 0.206609  -0.212661 1.33669  0.3768 1.12602
MB-2_3_12 -2 3 12    0.0160507 0.0103808  0.100543 0.186474   0.0350585 0.171273    0.760399 0.104443  -0.377012 0.730491  -0.198354 0.124575  1.10894 0.0928477  -0.163295 0.11754    -0.312855 0.201762  0.222332 0.241885    0.757134 0.104588  0.558101 0.949262  -0.408652 0.732505  -0.176079 0.130119    1.1085 0.0928471  1.12853 1.24262  1.10335 1.05204    1.1196 0.0933497  0.214449 0.187491  1.14262 1.24266  1.11527 1.05207
MB-1_3_01 -1 3 1    -0.0272869 0.00830301  -0.00841018 0.14833   -0.111188 0.124772    -0.536115 0.0923814  0.352121 0.618391  0.0203366 0.0973471  0.594787 0.0648055  -0.0908514 0.0780484    0.627022 0.0840193  -0.696242 0.195108    -0.536645 0.0923915  0.233926 0.718265  0.348198 0.618472  0.0285151 0.100482    0.594524 0.0648056  -0.40086 0.761716  -0.411557 0.33376    0.52253 0.0657613  1.53712 0.238006  -0.388671 0.761571  -0.407684 0.333777
MB-1_3_02 -1 3 2    0.0390629 0.00794149  -0.196264 0.141886   0.282552 0.121852    -0.409791 0.0858235  0.559681 0.591553  0.00354061 0.0940851  0.814237 0.0624915  0.286093 0.0774326    -0.72003 0.0802362  1.0285 0.185924    -0.411523 0.0858247  1.44716 0.716806  0.551756 0.591544  0.0525974 0.0971695    0.813363 0.0624924  -0.719528 0.757788  -0.26066 0.333004    0.743015 0.0634227  1.47811 0.229692  -0.750374 0.757571  -0.27684 0.332912
MB-1_3_03 -1 3 3    0.00837678 0.0104577  0.0195711 0.156691   -0.271644 0.151034    -1.12192 0.0930789  -0.373964 0.644689  0.109125 0.12431  0.314909 0.0688536  -0.162518 0.08578    -0.393065 0.112347  0.329094 0.244865    -1.1219 0.0930834  -0.104056 0.949299  -0.373368 0.644775  0.105642 0.128328    0.314756 0.0688526  1.02045 1.01974  0.47829 0.476405    0.260822 0.0692521  2.0156 0.287521  0.970427 1.01932  0.455952 0.47621
MB-1_3_04 -1 3 4    -0.0381252 0.00765144  -0.267665 0.137353   0.357433 0.117366    -1.49224 0.0830075  1.0157 0.572719  -0.127076 0.0907736  -1.92231 0.0601  0.230356 0.0743975    0.312175 0.0772871  -1.1289 0.179401    -1.49353 0.0830202  0.597199 0.685937  1.00476 0.572853  -0.108083 0.0933599    -1.92241 0.0601002  0.490258 0.726796  0.00691463 0.317903    -1.98097 0.0608351  1.35843 0.221111  0.368459 0.726875  -0.0458687 0.317936
MB-1_3_05 -1 3 5    -0.0805981 0.00761198  -0.415436 0.13478   0.788284 0.117125    -2.05807 0.0816551  1.97135 0.561685  -0.320322 0.0901368  -1.57241 0.0601205  0.467962 0.0747899    1.12404 0.0767517  -2.43865 0.178607    -2.06194 0.0816626  1.91521 0.686165  1.93135 0.561839  -0.249998 0.0935561    -1.57207 0.0601177  0.0126956 0.732833  -0.365822 0.320801    -1.60716 0.0607822  0.863721 0.221705  -0.0216857 0.73281  -0.379622 0.320787
MB-1_3_06 -1 3 6    -0.0440775 0.00764798  -0.120328 0.135188   0.754361 0.117054    -3.28267 0.0818189  1.12072 0.563304  -0.405437 0.0900815  -1.60162 0.0599357  0.348924 0.0747462    1.1124 0.0773487  -1.56518 0.179941    -3.28463 0.0818253  1.17999 0.687377  1.09987 0.563422  -0.361795 0.0936358    -1.60156 0.0599354  1.65676 0.728918  0.577166 0.319201    -1.61528 0.0606382  0.326482 0.220105  1.64359 0.728961  0.57184 0.319217
MB-1_3_07 -1 3 7    -0.0297061 0.00795065  0.468572 0.140291   -0.504391 0.120605    -3.86139 0.0853202  0.0921278 0.58462  -0.130678 0.0939158  1.4271 0.0612859  -0.635069 0.0756663    2.42508 0.0798292  -0.912766 0.187069    -3.86199 0.0853401  0.232182 0.710458  0.0857172 0.584925  -0.123152 0.0968903    1.42672 0.06128  2.83908 0.748348  0.525876 0.325199    1.35137 0.0617608  2.17073 0.230367  2.74466 0.747936  0.4884 0.325015
MB-1_3_08 -1 3 8    0.0442017 0.00768951  0.583403 0.141131   -0.550543 0.135855    -2.54873 0.0834815  -1.35696 0.589035  -0.00371563 0.0914028  0.318857 0.0999291  -0.554259 0.10051    0.620959 0.07746  1.15982 0.1806    -2.55068 0.0834854  1.33957 0.705603  -1.38555 0.589211  0.0365187 0.0938202    0.317145 0.0610398  1.30796 0.74967  0.576561 0.327226    0.262477 0.0616756  1.36928 0.224128  1.17462 0.74979  0.524013 0.327253
MB-1_3_09 -1 3 9    0.057215 0.00835757  0.138656 0.15029   -0.13703 0.144047    -1.79139 0.0891759  -0.557762 0.626739  -0.275065 0.0982677  -0.18928 0.106414  -0.412095 0.105323    -0.618288 0.0846575  1.22474 0.195807    -1.79344 0.0891809  1.3628 0.752832  -0.592935 0.627025  -0.230974 0.10124    -0.191179 0.0644948  1.11148 0.792786  0.304027 0.349481    -0.248391 0.0655119  1.17777 0.238147  1.04304 0.792753  0.279897 0.349448
MB-1_3_10 -1 3 10    -0.0360274 0.00829255  -0.00836261 0.147972   -0.290302 0.126872    -0.913505 0.0892162  -1.26404 0.616911  -0.210669 0.09843  1.23203 0.0645774  -0.500971 0.0800497    -0.890301 0.0838282  -1.15382 0.193491    -0.913749 0.0892173  0.263877 0.744823  -1.26871 0.61701  -0.201911 0.101492    1.22967 0.0645768  1.17428 0.780576  0.540905 0.343006    1.20206 0.0657006  0.539846 0.236798  1.12072 0.780897  0.51953 0.343119
MB-1_3_11 -1 3 11    -0.0207368 0.00832635  -0.196579 0.147103   0.091508 0.127913    0.0550576 0.0886401  -0.201997 0.612979  -0.0108435 0.0984338  0.632363 0.0652574  0.0806645 0.081685    -0.80268 0.0844413  -0.554542 0.194858    0.0544633 0.0886483  0.584434 0.757946  -0.210591 0.613141  0.0125002 0.103174    0.632253 0.0652571  0.491353 0.801475  0.378265 0.35349    0.612377 0.0664511  0.376981 0.238673  0.51214 0.801569  0.387555 0.353533
MB-1_3_12 -1 3 12    -0.0580144 0.00784612  -0.209033 0.141425   0.173811 0.12146    0.194681 0.0834468  0.124715 0.589826  0.0190722 0.0927805  1.67993 0.0621212  0.192883 0.0783857    -0.103203 0.0792093  -1.50613 0.184231    0.19102 0.0834522  2.02921 0.71636  0.0868794 0.589943  0.0896575 0.0960736    1.67993 0.0621214  0.017724 0.765811  0.147334 0.335379    1.64976 0.062874  0.708532 0.228201  -0.0447114 0.766022  0.120437 0.335468
MB+0_3_01 0 3 1    -0.0213299 0.00832351  0.264798 0.150233   -0.179361 0.122227    0.475404 0.0935466  -2.16674 0.638956  0.0722451 0.0968452  0.612352 0.0615953  -0.107116 0.0745687    -1.04159 0.0205802  -0.493108 0.198223    0.474621 0.0935533  -0.520552 0.728277  -2.18692 0.639593  0.0577996 0.0989338    0.619053 0.0616145  0.409769 0.70405  -0.0984932 0.0745969    0.660349 0.0919129  -0.597355 0.986293  0.399617 0.704233  -0.0981638 0.0745983
MB+0_3_02 0 3 2    0.019762 0.00892797  0.252463 0.1612   -0.0167933 0.131146    0.468606 0.100421  0.0236908 0.685593  -0.0283 0.103614  -0.430661 0.0657457  -0.0450933 0.0803945    1.09783 0.0224268  0.497724 0.213866    0.472189 0.10044  1.30655 0.781962  0.117362 0.687856  -0.0663722 0.106088    -0.435569 0.0658443  -1.01769 0.766811  -0.0273257 0.0814549    -0.30625 0.0987544  -1.83147 1.04195  -1.07175 0.767402  -0.025712 0.0814576
MB+0_3_03 0 3 3    0.0590321 0.00749659  -0.399975 0.138816   -0.0278317 0.112385    1.15078 0.0814684  1.46588 0.590417  0.0711456 0.0866553  0.446105 0.0556814  0.0433139 0.0715623    -0.234645 0.0185481  1.62413 0.177159    1.1511 0.0814717  0.214881 0.681665  1.46432 0.590462  0.0638927 0.089696    0.450397 0.0556962  -0.582474 0.674772  0.0538664 0.0716425    0.302874 0.0832581  2.12001 0.889179  -0.61225 0.674864  0.0533591 0.07164
MB+0_3_04 0 3 4    0.0343967 0.0073124  0.25062 0.133561   0.14564 0.108414    -2.08054 0.0803457  -0.22691 0.568058  0.0349484 0.0847493  -0.0843152 0.0540047  0.180588 0.06761    0.840653 0.0179939  0.9389 0.172474    -2.0802 0.080345  0.901264 0.649413  -0.225195 0.568052  0.0620379 0.0869646    -0.0844487 0.0540039  0.750665 0.635047  0.181758 0.0676132    -0.148873 0.0803216  0.932254 0.86015  0.749585 0.635042  0.182485 0.067615
MB+0_3_05 0 3 5    -0.0605809 0.0073301  -0.347268 0.128511   0.357478 0.107537    -3.12836 0.0792154  1.32765 0.546556  -0.288494 0.0843818  -0.244207 0.0534776  0.0689838 0.066662    -0.153193 0.0180218  -1.88121 0.173259    -3.1283 0.0792152  -0.182159 0.64695  1.3286 0.546555  -0.295605 0.088219    -0.244189 0.0534768  0.367309 0.631334  0.0708879 0.0666728    -0.246527 0.0797152  0.0339552 0.858829  0.367506 0.631336  0.0709009 0.0666738
MB+0_3_06 0 3 6    0.0316168 0.00713585  -0.0232054 0.127284   0.445124 0.105782    4.19344 0.0777727  -0.434718 0.541348  -0.264219 0.0827351  -0.208192 0.0527814  0.180905 0.0659146    -0.534281 0.0175716  0.568267 0.168694    4.194 0.0777729  0.745324 0.635605  -0.427185 0.541371  -0.291916 0.0860534    -0.207909 0.0527811  0.575203 0.622702  0.180292 0.0659151    -0.276105 0.0788328  0.986568 0.847259  0.580773 0.62271  0.180172 0.065914
MB+0_3_07 0 3 7    0.0359535 0.00732436  -0.483283 0.129542   0.171485 0.10793    3.95396 0.0798534  0.591694 0.550947  0.107247 0.0846068  0.10092 0.0538804  0.278732 0.0670115    -1.4632 0.01801  1.05447 0.173428    3.954 0.0798533  -0.0830665 0.648441  0.591858 0.550947  0.110837 0.0882344    0.10103 0.0538799  -0.230683 0.635168  0.280662 0.0670276    -0.00800057 0.0802396  1.58628 0.86519  -0.232994 0.635156  0.28182 0.0670289
MB+0_3_08 0 3 8    -0.0200089 0.0071566  -0.381309 0.130305   0.200138 0.106353    -2.88328 0.0787665  1.21162 0.554208  -0.0147776 0.0831046  1.07952 0.0530371  0.185361 0.0663669    -0.411586 0.0176614  -0.541749 0.169172    -2.88336 0.0787667  0.263965 0.640026  1.21117 0.554208  -0.00701612 0.0851814    1.07954 0.0530371  1.3332 0.625218  0.18517 0.0663735    1.03144 0.0794811  0.694013 0.853576  1.33812 0.625242  0.185486 0.0663746
