label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_2_05 1 2 5    0.20134 0.00691531  0.0217241 0.117168   -0.0541928 0.0963497    2.40316 0.0598907  -0.335244 0.487329  0.28297 0.0687532  1.86741 0.0456427  0.228778 0.0675001    -2.54246 0.069724  4.66889 0.134036    2.40159 0.0598937  1.06379 0.511938  -0.358177 0.487439  0.320139 0.0710484    1.86736 0.0456431  -0.195151 0.564923  0.30097 0.299004    1.83741 0.0462241  0.578639 0.141825  -0.26861 0.565147  0.26403 0.299108
MB+1_2_06 1 2 6    0.0764256 0.00615628  -0.27475 0.110405   0.551273 0.0883343    3.47596 0.0557943  0.0969802 0.460413  0.148804 0.0615503  0.46203 0.0422846  0.700077 0.06336    -1.94636 0.0614984  1.81749 0.119497    3.47557 0.0558061  0.156097 0.460822  0.0919122 0.46064  0.154635 0.0639056    0.462591 0.0422837  -1.188 0.51118  0.0453521 0.268052    0.418876 0.0426422  1.07241 0.129043  -1.27843 0.511004  0.000982562 0.267962
MB+1_2_07 1 2 7    0.158336 0.00632658  0.266236 0.110302   -0.464398 0.0888067    3.37929 0.0563132  -1.04805 0.459479  -0.123732 0.0622785  1.21223 0.042619  -0.58813 0.063309    -1.71964 0.0631512  3.33373 0.123314    3.37927 0.0563343  0.00979325 0.462349  -1.04859 0.459809  -0.123345 0.0647445    1.2123 0.0426172  0.320886 0.515035  0.106171 0.268776    1.18341 0.0429072  0.751484 0.13168  0.259795 0.515048  0.0751787 0.26878
MB+1_2_08 1 2 8    0.227211 0.00649973  0.347689 0.114039   -0.675291 0.0925942    2.59146 0.056697  -2.23943 0.475096  -0.00739541 0.0644917  -1.02574 0.0438357  -0.682687 0.0664418    -3.35737 0.065199  4.95153 0.126351    2.59286 0.056707  -0.627556 0.489335  -2.2137 0.475514  -0.033967 0.0677369    -1.02904 0.0438346  0.3879 0.545951  0.65981 0.286745    -1.05704 0.0441129  0.64929 0.135229  0.303099 0.546302  0.621166 0.286889
MB+1_2_09 1 2 9    0.142782 0.00628631  0.284386 0.109195   -0.409348 0.0894994    2.0435 0.0559246  -1.13592 0.454839  0.0293664 0.0625723  -0.228929 0.0427492  -0.379982 0.0639911    -1.55437 0.0623618  3.13804 0.121725    2.04161 0.0559499  0.48756 0.467115  -1.16439 0.455599  0.0510915 0.0659338    -0.230305 0.0427525  0.0161159 0.519281  0.204956 0.271303    -0.249867 0.0429928  0.559785 0.131196  -0.00395579 0.519245  0.198789 0.271277
MB+1_2_10 1 2 10    -0.0162917 0.00637241  -0.232128 0.112521   0.271663 0.0908715    1.70996 0.0568593  -0.175185 0.468987  -0.398349 0.0635761  -1.197 0.0433804  -0.126686 0.0649285    -0.977091 0.0634722  -0.752823 0.123216    1.70894 0.0568762  0.314626 0.474865  -0.186617 0.469269  -0.38668 0.0659564    -1.19695 0.0433806  -0.354883 0.525726  -0.218343 0.275872    -1.2169 0.0437092  0.494434 0.133783  -0.438201 0.526249  -0.260722 0.276135
MB+1_2_11 1 2 11    -0.129825 0.00659827  0.099417 0.114661   -0.802456 0.0951032    0.777929 0.0572107  -1.3144 0.477572  0.138061 0.0657696  -1.48183 0.0448449  -0.664395 0.0686948    0.588257 0.0658357  -2.68568 0.127557    0.778363 0.0572161  -0.28356 0.503692  -1.309 0.477673  0.127555 0.0683455    -1.48178 0.0448424  0.341597 0.563123  0.183333 0.296348    -1.50899 0.0452258  0.636304 0.138532  0.291501 0.563151  0.157906 0.296359
MB+1_2_12 1 2 12    0.169961 0.00651691  0.292712 0.114301   -0.113341 0.0927938    0.573032 0.0592  0.119489 0.476285  0.110131 0.0651976  -1.61039 0.0447148  -0.0032104 0.06603    -0.574086 0.0647794  3.82143 0.12649    0.574341 0.0592196  -0.407469 0.483151  0.14257 0.477074  0.0937706 0.0680102    -1.61058 0.0447259  0.224424 0.539236  0.0501193 0.281901    -1.63552 0.0450215  0.657487 0.138034  0.220241 0.539207  0.0544364 0.281859
MB+2_2_01 2 2 1    0.0125714 0.0115321  0.430168 0.193178   1.2289 0.175266    0.86523 0.0961334  2.22067 0.749739  0.0457573 0.115634  -4.99381 0.0885566  1.27466 0.131708    3.769 0.215937  0.316093 0.219378    0.826077 0.0964934  3.64289 0.802823  1.89112 0.753043  0.211435 0.121231    -4.99403 0.0885674  1.9506 1.16795  1.00385 1.17838    -5.05596 0.0929336  -0.353029 0.160768  1.88525 1.16826  0.94471 1.17862
MB+2_2_02 2 2 2    -0.171332 0.0112707  0.299975 0.187478   -1.15165 0.170463    -0.282918 0.0933041  -0.310099 0.726959  0.291995 0.112717  1.79325 0.0870722  -0.859656 0.127877    4.78649 0.211741  -3.37224 0.213065    -0.294235 0.0935281  1.41281 0.801846  -0.404764 0.728959  0.362988 0.119713    1.79409 0.0870809  0.493162 1.12965  -0.0483661 1.14796    1.87578 0.0888501  0.710699 0.154565  0.68106 1.13008  0.131399 1.14831
MB+2_2_03 2 2 3    0.0319763 0.0105117  -0.540792 0.185566   2.18312 0.164256    1.03876 0.0854289  2.51306 0.726539  0.052079 0.10556  1.73374 0.0825442  2.2352 0.125845    -0.506529 0.199779  0.740357 0.200128    1.03708 0.0854757  0.445907 0.786802  2.48548 0.728005  0.0652402 0.108084    1.73364 0.0825577  2.59209 1.10448  2.31535 1.12583    1.75466 0.0842079  0.183721 0.145021  2.40613 1.11417  2.13013 1.13525
MB+2_2_04 2 2 4    0.146785 0.010382  -0.454032 0.178935   3.21776 0.161163    1.73651 0.0858284  2.60834 0.696551  -0.107414 0.104119  2.18061 0.0814696  3.11035 0.123015    -2.64395 0.19858  3.06886 0.199071    1.72828 0.0859727  1.22795 0.757799  2.52793 0.698275  -0.0540475 0.109192    2.17856 0.0814495  -2.57009 1.08729  -2.1342 1.10802    2.26053 0.0831258  0.697391 0.14234  -2.53919 1.08701  -2.1087 1.10773
MB+2_2_05 2 2 5    -0.123992 0.0110197  -0.584592 0.195489   1.30909 0.168765    2.41277 0.091615  1.21217 0.764943  0.327421 0.110572  0.717614 0.086121  1.63651 0.127497    1.53481 0.210922  -2.35609 0.211313    2.41374 0.0916524  -0.271473 0.794745  1.23126 0.766988  0.321779 0.111751    0.72246 0.0862067  -0.21026 1.13839  0.197996 1.1583    0.766118 0.0888491  0.312539 0.154106  -0.61346 1.15561  -0.197507 1.17459
MB+2_2_06 2 2 6    0.147651 0.00978736  -0.220035 0.177332   1.26336 0.154583    3.16371 0.0800851  0.530582 0.696269  0.411567 0.0975832  1.00627 0.0781373  1.67493 0.119889    -3.74326 0.188926  3.61081 0.188284    3.16248 0.0800965  0.664557 0.73669  0.526092 0.696278  0.428407 0.099358    1.00652 0.0781479  0.733156 1.04947  1.88079 1.07331    1.0425 0.0789371  0.433626 0.134931  0.360559 1.05575  1.49542 1.07988
MB+2_2_07 2 2 7    0.0296537 0.0103264  0.0412632 0.176346   -0.702779 0.15831    3.21681 0.0858958  -0.838224 0.685039  -0.0278619 0.10388  1.72097 0.0804754  -0.730641 0.119461    -1.33421 0.197851  0.617078 0.19912    3.21699 0.0859443  -0.0699857 0.750467  -0.835023 0.686172  -0.03042 0.107539    1.72091 0.0804817  -0.804002 1.06353  -0.695932 1.0814    1.78223 0.0822057  0.517779 0.141921  -0.978107 1.06444  -0.866148 1.08224
MB+2_2_08 2 2 8    0.137463 0.00951772  0.458788 0.167658   -1.39932 0.149485    2.90883 0.0797257  -2.24295 0.65534  0.10396 0.0955561  0.300325 0.0763476  -1.29536 0.114956    -3.39294 0.182727  3.07975 0.182541    2.913 0.0798159  -0.761127 0.702013  -2.20779 0.656143  0.0716487 0.100093    0.302879 0.0763533  -0.0522401 0.999438  0.928355 1.02095    0.347629 0.0770975  0.542929 0.13077  -0.142034 0.999496  0.828147 1.02106
MB+2_2_09 2 2 9    -0.157248 0.0101482  -0.300014 0.175135   0.398616 0.15962    2.60972 0.0840163  -0.341773 0.682104  -0.00346334 0.101597  -0.0058861 0.0811799  0.395152 0.123112    1.92982 0.194177  -3.40128 0.194328    2.61076 0.0841911  -0.140763 0.748326  -0.332833 0.683814  -0.0102108 0.107736    -0.00688214 0.0811893  -1.24857 1.07027  -0.524134 1.09198    0.017911 0.0824035  0.244783 0.139313  -1.20259 1.07055  -0.481257 1.09221
MB+2_2_10 2 2 10    0.181441 0.00967034  0.372671 0.169027   -1.55863 0.150862    1.49004 0.0803357  -1.43361 0.659298  0.0820119 0.0964499  -1.13675 0.0775023  -1.47662 0.116003    -3.94808 0.186844  4.00851 0.185721    1.48932 0.0804037  0.151662 0.712405  -1.43919 0.659792  0.0875589 0.099894    -1.1355 0.0775138  -0.53217 1.00993  -0.556164 1.03773    -1.10351 0.0779659  0.498272 0.132173  -0.688415 1.01063  -0.724225 1.03853
MB+2_2_11 2 2 11    -0.148652 0.00985625  -0.213649 0.178552   0.328723 0.15724    1.36423 0.0819595  0.555313 0.701601  -0.0147953 0.0991473  -0.631527 0.0794404  0.313928 0.122042    2.99757 0.188853  -3.22806 0.188577    1.36732 0.0820057  -0.823879 0.742322  0.608868 0.703251  -0.039466 0.101607    -0.626309 0.0794625  -2.06931 1.0536  -2.34658 1.07495    -0.595814 0.0803721  0.341053 0.135238  -2.30378 1.05763  -2.57608 1.07872
MB+2_2_12 2 2 12    0.161808 0.0100888  0.0580506 0.192579   1.04406 0.206051    0.95667 0.0827567  0.622883 0.762513  -0.305205 0.101362  -0.461128 0.113179  0.738858 0.179396    -2.79047 0.195047  3.20424 0.193921    0.951477 0.0827738  2.08518 0.793231  0.531222 0.763248  -0.254745 0.103165    -0.459361 0.0818761  -0.811854 1.12008  -0.720632 1.14668    -0.415888 0.082611  0.544587 0.139022  -1.38236 1.12932  -1.29274 1.15575
MB-2_3_01 -2 3 1    0.0327738 0.0102795  0.364032 0.188357   -1.10346 0.169177    -0.00505606 0.105932  -1.48202 0.740234  0.0795428 0.123352  2.37804 0.0925918  -1.02392 0.115781    -0.676361 0.200289  0.940095 0.240077    -0.00989759 0.106029  0.983823 0.9315  -1.54207 0.742412  0.110558 0.126816    2.378 0.0926052  -1.49192 1.21101  -1.03226 1.02583    2.40269 0.0930279  0.511424 0.185208  -1.60362 1.21159  -1.12105 1.02625
MB-2_3_02 -2 3 2    -0.0438344 0.0104806  -0.620636 0.189248   1.38587 0.170965    -0.0777542 0.106978  1.74533 0.742098  0.153744 0.125351  1.12267 0.0931004  1.53962 0.116259    0.0978499 0.203435  -0.995921 0.244634    -0.0769287 0.107089  -0.165803 0.93462  1.75393 0.74369  0.148453 0.128876    1.1231 0.0930991  0.0373264 1.2279  0.106541 1.03679    1.17092 0.0947698  0.749944 0.189258  -0.0436174 0.159368  0.0395724 0.134172
MB-2_3_03 -2 3 3    0.0296049 0.0102526  0.279832 0.187315   -0.508668 0.169007    -0.643 0.105666  -0.322426 0.735859  0.120217 0.123021  1.90588 0.0923739  -0.388452 0.115885    0.196113 0.199147  0.896736 0.23913    -0.650154 0.105776  1.34824 0.919906  -0.402072 0.737848  0.163231 0.126468    1.90532 0.0923787  0.351282 1.21023  0.177871 1.02387    2.01027 0.0931  1.60558 0.185247  0.17743 1.20949  0.0414639 1.02322
MB-2_3_04 -2 3 4    -0.0581245 0.0100602  -0.0220559 0.183052   0.209814 0.16559    -0.595958 0.103508  -0.0165785 0.718252  0.104011 0.120555  0.649421 0.0906634  0.313826 0.113519    1.21117 0.196324  -1.41993 0.234602    -0.602087 0.10361  1.19611 0.908742  -0.0870279 0.720223  0.146456 0.124792    0.650176 0.0906722  -0.757873 1.18627  -0.312488 1.00844    0.697083 0.0911059  0.928406 0.180484  -0.830939 1.18606  -0.367207 1.00824
MB-2_3_05 -2 3 5    -0.032507 0.00998695  0.0577746 0.182125   0.253678 0.164723    -0.870787 0.102563  0.176804 0.715306  -0.292078 0.119901  1.27991 0.090143  -0.0383993 0.112949    1.15967 0.194138  -1.14505 0.233014    -0.875997 0.102707  0.836625 0.906927  0.117686 0.718042  -0.26267 0.124047    1.28251 0.0901503  -2.09516 1.18395  -1.94753 1.00127    1.32073 0.0906642  0.706769 0.180543  -2.22135 1.18421  -2.04765 1.00145
MB-2_3_06 -2 3 6    0.011921 0.0100983  -0.102364 0.182768   1.02041 0.165831    -2.18739 0.103854  1.17042 0.716701  -0.224795 0.121498  0.0128327 0.0904351  0.795618 0.112863    0.463992 0.196407  0.0883113 0.235768    -2.19578 0.103981  1.45674 0.906984  1.06771 0.719489  -0.173379 0.125604    0.0141881 0.0904535  0.294032 1.17964  0.0583304 0.998833    0.0386783 0.0910862  0.414336 0.181921  0.225712 1.17996  0.00586813 0.999047
MB-2_3_07 -2 3 7    -0.0026348 0.0101179  0.124463 0.183073   -0.120895 0.166586    -3.46961 0.10435  -1.25919 0.717683  -0.182325 0.121549  0.876505 0.0915558  -0.30322 0.113916    -0.669682 0.197349  -0.251551 0.236415    -3.47699 0.104496  1.23446 0.912286  -1.33278 0.719782  -0.136695 0.126145    0.875709 0.0915547  0.814929 1.19391  1.44424 1.01226    0.927888 0.0919682  1.05859 0.182803  0.802073 1.19352  1.43567 1.01193
MB-2_3_08 -2 3 8    -0.0442181 0.0099737  -0.244653 0.184425   1.36796 0.165245    -1.48759 0.103348  1.78506 0.725959  -0.196413 0.11993  0.568435 0.0903009  1.17155 0.113678    1.74708 0.194131  -1.35809 0.232967    -1.48097 0.103419  -1.54645 0.909681  1.88268 0.728212  -0.243601 0.123096    0.568404 0.0903317  1.79966 1.18163  1.18383 1.00051    0.605805 0.0908052  0.717903 0.180298  1.66617 1.18192  1.08335 1.00068
MB-2_3_09 -2 3 9    0.042861 0.0109444  0.45504 0.193342   -0.841756 0.175487    -0.535119 0.112543  -1.01399 0.755278  -0.0439982 0.130339  3.37601 0.0959583  -0.885754 0.117505    -0.0482243 0.212189  1.07833 0.255227    -0.525203 0.112685  -1.65544 0.956305  -0.889362 0.758677  -0.10238 0.134627    3.37343 0.0959977  0.0978522 1.23656  0.0492736 1.04662    3.42537 0.0967944  0.810498 0.195543  0.110488 1.23632  0.0739126 1.04644
MB-2_3_10 -2 3 10    -0.0184279 0.0113247  0.238041 0.201564   -1.12142 0.18156    0.423887 0.115108  -1.82798 0.789107  -0.12058 0.135516  0.973527 0.0974599  -1.242 0.120828    -0.398322 0.217736  -0.601367 0.262554    0.432386 0.11526  -1.40397 0.988567  -1.7481 0.791084  -0.162499 0.138688    0.973638 0.0974455  2.72657 1.28005  2.57376 1.07921    0.992858 0.0990375  0.218653 0.201281  2.66294 1.28137  2.5201 1.08032
MB-2_3_11 -2 3 11    -0.0421741 0.0116206  -0.350477 0.203545   0.450464 0.186698    1.09146 0.115604  -0.0632306 0.79467  0.066117 0.139446  1.8724 0.0982106  0.516581 0.124142    -0.601492 0.22303  -1.03564 0.269657    1.07806 0.115866  1.77632 1.03978  -0.198548 0.798598  0.136807 0.145449    1.87255 0.0982118  -0.459836 1.33646  0.184582 1.12569    1.91735 0.0999994  0.491002 0.206629  -0.415597 1.3365  0.222514 1.12573
MB-2_3_12 -2 3 12    0.0150234 0.0103764  0.092526 0.186545   0.124894 0.171271    0.758018 0.104438  -0.308819 0.730878  -0.233655 0.12453  1.09672 0.0928989  -0.108761 0.117584    -0.25548 0.201683  0.160077 0.241757    0.755069 0.10458  0.537719 0.948666  -0.337992 0.732832  -0.212416 0.130028    1.09644 0.0928987  0.810752 1.24276  0.833334 1.05236    1.1111 0.0933906  0.286838 0.187633  0.827493 1.24278  0.847283 1.05238
MB-1_3_01 -1 3 1    -0.0262059 0.00830342  0.00574971 0.148344   -0.146935 0.124799    -0.537853 0.0923936  0.284238 0.618451  0.034399 0.0973708  0.596497 0.0648141  -0.112536 0.0780628    0.607094 0.0840213  -0.653811 0.195114    -0.538212 0.0924041  0.184205 0.718446  0.281582 0.618532  0.0408116 0.100525    0.596204 0.0648142  -0.539202 0.761799  -0.463209 0.333754    0.525442 0.0657442  1.51074 0.237854  -0.524257 0.761559  -0.458247 0.333648
MB-1_3_02 -1 3 2    0.0389845 0.00794127  -0.197913 0.141888   0.287568 0.121846    -0.409176 0.085833  0.567883 0.591559  0.00118063 0.0940827  0.815022 0.0624929  0.288749 0.0774265    -0.717953 0.0802361  1.02408 0.185918    -0.410911 0.0858341  1.4541 0.716781  0.560079 0.591551  0.0504661 0.097166    0.814238 0.0624938  -0.729957 0.757739  -0.265908 0.33298    0.743788 0.0634259  1.47618 0.229672  -0.761068 0.757522  -0.282315 0.332887
MB-1_3_03 -1 3 3    0.00787714 0.0104552  0.0213041 0.156689   -0.2923 0.151031    -1.13895 0.0931045  -0.378976 0.644688  0.113039 0.124315  0.306407 0.0688596  -0.17926 0.0857685    -0.384604 0.112329  0.319904 0.244813    -1.13888 0.0931089  -0.0800619 0.949418  -0.377937 0.644771  0.110854 0.128345    0.306327 0.0688588  0.859054 1.01991  0.389796 0.476472    0.251294 0.0692593  2.04817 0.287501  0.811099 1.01947  0.368069 0.476266
MB-1_3_04 -1 3 4    -0.0378096 0.00765269  -0.25939 0.137301   0.332382 0.117337    -1.48844 0.0830208  0.974661 0.572486  -0.119511 0.0907603  -1.91791 0.0601018  0.212871 0.0743682    0.302775 0.0773189  -1.11309 0.179456    -1.48974 0.0830334  0.608536 0.685415  0.963774 0.572614  -0.10021 0.093329    -1.918 0.0601022  0.595654 0.726399  0.0516914 0.317747    -1.97647 0.0608416  1.35239 0.221086  0.471906 0.726491  -0.00210015 0.317786
MB-1_3_05 -1 3 5    -0.0807125 0.00760979  -0.41376 0.1348   0.792672 0.117106    -2.05382 0.0816429  1.96946 0.561776  -0.337285 0.0900936  -1.57359 0.0601328  0.455387 0.0748128    1.13063 0.0767374  -2.45875 0.178578    -2.05714 0.0816515  1.60906 0.685894  1.93571 0.561936  -0.278719 0.0935128    -1.57326 0.0601296  -0.10686 0.733016  -0.428433 0.320863    -1.60577 0.0607944  0.800627 0.221702  -0.138263 0.733001  -0.441013 0.320853
MB-1_3_06 -1 3 6    -0.0442945 0.00764405  -0.0804316 0.135101   0.688511 0.116992    -3.29355 0.081759  0.951155 0.562942  -0.412101 0.0900234  -1.59867 0.0599181  0.27641 0.0747191    1.11503 0.077301  -1.57743 0.179831    -3.29542 0.0817644  1.19325 0.686652  0.929704 0.563064  -0.368207 0.0935262    -1.59877 0.0599176  1.78848 0.728559  0.632924 0.319054    -1.6121 0.0606193  0.319142 0.220046  1.77323 0.728622  0.627052 0.319076
MB-1_3_07 -1 3 7    -0.0301396 0.00795072  0.467439 0.140288   -0.487333 0.120627    -3.86054 0.08531  0.099826 0.584607  -0.14011 0.093918  1.42126 0.0613052  -0.627443 0.0756994    2.4329 0.0798334  -0.933609 0.18707    -3.86117 0.0853298  0.241886 0.710625  0.0934774 0.584919  -0.131792 0.0968924    1.42082 0.0612999  2.72676 0.748661  0.482847 0.325354    1.34534 0.0617827  2.1703 0.230417  2.63181 0.748251  0.445415 0.325171
MB-1_3_08 -1 3 8    0.044189 0.0076876  0.582498 0.140988   -0.559034 0.135496    -2.54632 0.0834696  -1.34928 0.588418  -0.0134679 0.0913738  0.324411 0.100192  -0.572502 0.10005    0.624942 0.0774502  1.14971 0.180555    -2.54805 0.0834741  1.18091 0.704963  -1.37439 0.588596  0.0220075 0.0937878    0.322782 0.0610379  1.2665 0.749241  0.5375 0.327046    0.264726 0.0616767  1.44908 0.224069  1.12567 0.749336  0.481994 0.327062
MB-1_3_09 -1 3 9    0.0561493 0.00835962  0.122001 0.150394   -0.0986143 0.146233    -1.78935 0.0892117  -0.48432 0.627187  -0.275675 0.0983144  -0.192634 0.104508  -0.37429 0.108251    -0.603612 0.0846827  1.19623 0.195849    -1.79145 0.0892173  1.34958 0.753569  -0.519243 0.627475  -0.231905 0.101305    -0.194234 0.0644712  0.98053 0.79298  0.254006 0.349511    -0.253881 0.0654913  1.22536 0.238095  0.911327 0.792928  0.229505 0.34947
MB-1_3_10 -1 3 10    -0.0370538 0.00828756  -0.00666735 0.147978   -0.248002 0.126854    -0.917467 0.0891556  -1.25926 0.616954  -0.235205 0.098378  1.23665 0.0645742  -0.483208 0.0800856    -0.866658 0.0837627  -1.2052 0.193364    -0.917734 0.0891567  0.337939 0.744664  -1.2647 0.617048  -0.224207 0.101436    1.23434 0.0645733  1.18323 0.780587  0.56022 0.342965    1.20614 0.0656905  0.553837 0.236781  1.12765 0.780911  0.537963 0.34308
MB-1_3_11 -1 3 11    -0.0210244 0.0083237  -0.207312 0.147078   0.126539 0.127869    0.0463343 0.0885548  -0.148461 0.612882  -0.0212966 0.0983821  0.63192 0.0652211  0.105243 0.0816788    -0.791567 0.0844089  -0.572483 0.194783    0.0459261 0.088564  0.403514 0.757392  -0.155044 0.613075  -0.00547364 0.103058    0.631768 0.0652214  0.318175 0.800922  0.305492 0.353277    0.612207 0.0664138  0.372166 0.238531  0.335928 0.800986  0.313681 0.353308
MB-1_3_12 -1 3 12    -0.0569668 0.00784713  -0.222926 0.141443   0.212928 0.121455    0.19787 0.0834502  0.189931 0.589899  0.00875093 0.0927886  1.67756 0.0620984  0.221679 0.0783681    -0.109058 0.0792203  -1.48891 0.184257    0.194142 0.0834545  2.10655 0.716484  0.152143 0.590001  0.082379 0.0961015    1.67757 0.0620985  0.0212924 0.765564  0.149886 0.335243    1.64675 0.0628509  0.723246 0.22808  -0.0405407 0.765756  0.123159 0.335325
MB+0_3_01 0 3 1    -0.0219866 0.00832104  0.258808 0.150233   -0.166669 0.122186    0.472702 0.0935283  -2.13936 0.638959  0.0529461 0.0968076  0.620507 0.0615772  -0.113723 0.0745499    -1.03975 0.0205756  -0.529822 0.198173    0.47205 0.0935353  -0.434209 0.727875  -2.1559 0.639581  0.0409237 0.0988892    0.626874 0.0615955  0.368031 0.703769  -0.105351 0.0745784    0.669782 0.0918972  -0.620578 0.986138  0.357793 0.70394  -0.105025 0.0745796
MB+0_3_02 0 3 2    0.019968 0.00893036  0.230473 0.161307   -0.026964 0.131157    0.47185 0.100451  0.118571 0.686047  -0.0135724 0.103629  -0.42411 0.0657377  -0.0405363 0.0803925    1.09913 0.022431  0.517903 0.213914    0.47572 0.10047  1.40726 0.782241  0.218958 0.688285  -0.0546709 0.106115    -0.429422 0.0658342  -1.01776 0.766895  -0.0211933 0.081446    -0.295268 0.0987272  -1.9 1.04166  -1.07372 0.767486  -0.0195532 0.0814483
MB+0_3_03 0 3 3    0.058958 0.00749529  -0.367717 0.138846   -0.0210808 0.112444    1.13043 0.0814469  1.33356 0.590545  0.0711513 0.0866483  0.447441 0.0557426  0.0500704 0.0716635    -0.229696 0.0185449  1.62223 0.17713    1.13074 0.0814501  0.216435 0.681695  1.33192 0.59059  0.0638715 0.0896681    0.451587 0.055757  -0.670589 0.675681  0.060355 0.0717433    0.307435 0.0833305  2.07142 0.889792  -0.698841 0.675764  0.0597532 0.0717409
MB+0_3_04 0 3 4    0.0343264 0.00730985  0.240375 0.13358   0.144491 0.108386    -2.07649 0.0803354  -0.179452 0.56814  0.0397534 0.0847188  -0.0920241 0.0539892  0.184244 0.0676041    0.844514 0.017998  0.941898 0.172424    -2.07612 0.0803343  1.05992 0.649069  -0.17769 0.568131  0.0714941 0.0869173    -0.0921343 0.0539887  0.622435 0.63448  0.185327 0.0676089    -0.152878 0.0803156  0.878002 0.859302  0.622032 0.634478  0.185909 0.0676106
MB+0_3_05 0 3 5    -0.0605064 0.007331  -0.330739 0.128535   0.351925 0.107569    -3.13167 0.0792535  1.25701 0.546659  -0.289672 0.0844107  -0.248927 0.0534994  0.062252 0.066677    -0.153496 0.0180251  -1.88037 0.173262    -3.13159 0.0792533  -0.209362 0.646782  1.25795 0.546657  -0.297836 0.08822    -0.248955 0.0534987  0.392557 0.63122  0.0640133 0.0666887    -0.255224 0.0797539  0.090829 0.85904  0.392685 0.631221  0.063994 0.0666894
MB+0_3_06 0 3 6    0.0319446 0.00713322  -0.0291126 0.127315   0.442602 0.105808    4.19752 0.0777699  -0.408477 0.54148  -0.259989 0.082747  -0.205675 0.0527918  0.182613 0.0659412    -0.533195 0.0175647  0.58111 0.168607    4.19795 0.0777705  0.601814 0.635623  -0.402928 0.541506  -0.282262 0.0860394    -0.205337 0.0527913  0.700956 0.622783  0.181976 0.0659413    -0.269166 0.0788472  0.923182 0.847238  0.706114 0.622791  0.181851 0.0659403
MB+0_3_07 0 3 7    0.0354002 0.00732164  -0.48263 0.12948   0.176501 0.107893    3.95289 0.0798334  0.589479 0.550685  0.103115 0.0845711  0.102865 0.0538739  0.279616 0.0669978    -1.46266 0.0180062  1.03575 0.173364    3.95292 0.0798333  -0.0582236 0.648155  0.589575 0.550684  0.105727 0.0881993    0.102935 0.0538733  -0.228708 0.634955  0.28152 0.0670136    -0.00308347 0.0802309  1.54194 0.864818  -0.229916 0.634943  0.282626 0.0670148
MB+0_3_08 0 3 8    -0.0204993 0.00716131  -0.370239 0.130306   0.184719 0.106346    -2.87177 0.0788155  1.16051 0.554212  -0.0129169 0.0831274  1.08628 0.0530282  0.171802 0.0663273    -0.415601 0.0176759  -0.552801 0.169298    -2.87185 0.0788157  0.276001 0.639701  1.16002 0.554213  -0.00494329 0.085194    1.08634 0.0530281  1.49725 0.624589  0.171267 0.0663343    1.03827 0.0794726  0.693538 0.853369  1.50226 0.624614  0.171599 0.0663355
MB+0_3_09 0 3 9    0.167627 0.00767905  0.295437 0.138676   0.662637 0.114023    -2.38208 0.0828082  1.49003 0.589807  -0.328472 0.0886166  -0.321809 0.0565846  0.334165 0.0717524    2.74952 0.0189185  4.08335 0.181643    -2.3833 0.0828332  0.407721 0.686657  1.48277 0.589929  -0.315903 0.0911053    -0.32322 0.0565907  0.418 0.678574  0.341139 0.0718911    -0.222948 0.0842245  -1.45539 0.905444  0.404509 0.678615  0.341455 0.0718896
MB+0_3_10 0 3 10    -0.0719838 0.00819604  -0.489827 0.151427   0.105103 0.12299    2.30673 0.0892472  1.88008 0.644049  -0.416807 0.0951674  0.243058 0.0610491  -0.311704 0.0779081    -0.209473 0.0203807  -2.32057 0.194753    2.30756 0.0892405  -2.21255 0.736089  1.85148 0.644068  -0.358759 0.0970988    0.238124 0.0610629  -0.456568 0.728842  -0.313287 0.0779025    0.244055 0.0912053  -0.0851434 0.968614  -0.457993 0.729034  -0.313265 0.0779027
MB+0_3_11 0 3 11    0.0223102 0.00832125  -0.22047 0.143913   0.0323002 0.123318    0.275225 0.0899932  0.823838 0.612057  -0.0528758 0.096509  -0.433764 0.0609843  -0.0205756 0.0767676    -0.113308 0.0204095  0.53479 0.196797    0.275257 0.089992  -0.898963 0.746078  0.847987 0.612376  -0.0107066 0.102657    -0.428457 0.0610285  -0.791685 0.728583  -0.0172882 0.0767785    -0.424614 0.0902669  -0.0561741 0.968965  -0.790548 0.728874  -0.0172576 0.0767812
MB+0_3_12 0 3 12    -0.0731533 0.00737394  -0.279978 0.131916   0.219252 0.109844    0.0777677 0.0798912  -0.500123 0.561052  -0.0131884 0.0858333  2.03722 0.0544429  0.206064 0.0685443    -1.69412 0.0181323  -1.94014 0.174245    0.0774796 0.0798912  -0.211466 0.661905  -0.501271 0.561057  -0.020599 0.0891951    2.03712 0.054441  0.946723 0.646488  0.200644 0.0685848    2.125 0.0812195  -1.27445 0.874056  0.941747 0.646488  0.20055 0.0685838
